author.unique	publication.title	n
NA	A declaration of the great affaires and matters of consequence that hath passed betweene his Maiestie and the high court of Parliament from the 22. of April to the 29. 1642	1
NA	A declaration of the Commons assembled in Parliament	1
NA	A declaration of the agreement of the 11. of January, betwixt His Majesty and the inhabitants of the county of Oxon	1
NA	A declaration of Sir Iohn Hothams proceedings at Hull	1
NA	A declaration of His Maiesties royall pleasure	1
NA	A declaration of both houses of Parliament sent to the well-affected brethren of the kingdome of Scotland	1
NA	A declaration of both Houses of Parliament, in answer to His Majesties last message, concerning the militia, May 5. 1642	1
NA	A declaration of both Houses of Parliament, concerning the affairs of Ireland·	1
NA	A declaration of all the passages at the taking of Portsmouth	1
NA	A declaration made by the Lord Marquesse of Hartford, and other lords and chiefe gentlemen of the county of Somerset	1
NA	A Declaration from the City of Bristoll: by the maior, aldermen, sheriffes, and others of the city	1
NA	A declaration from both Houses of Parliament, May 17. Hen. Eising [sic] Cler. Parl	1
NA	A declaration from both houses of Parliament, May. 17. 1642	1
NA	A declaration from both houses of Parliament	1
NA	A declaration and votes of the Lords and Commons assembled in Parliament	1
NA	A declaration and resolution of the Lords and Commons in Parliament. Concerning His Maiesties late proclamation for the suppressing the present rebellion, under the command of Robert Earle of Essex	1
NA	A declaration and resolution of the Lords and Commons assembled in Parliament·	1
NA	A declaration and protestation of the Lords and Commons in Parliament to this kingdome, and the whole world	1
NA	A declaration and protestation of the Lords and Commons in Parliament to this Kingdom, and the whole world	1
NA	A declaration and protestation of the Lords and Commons assembled in Parliament to this Kingdome, an the whole world	1
NA	A declaration and protestation of the Lords and Commons assembled in Parliament to this Kingdom, and to the whole world	1
NA	A declaration and manifestation of the proceedings of both armies	1
NA	A currant. 12 Julli, stylo novo, 1642. Or, some passages of great and dangerous consequence in France	1
NA	A cruell and bloudy battaile, betwixt the VVeymarish and Hessish, and the Imperialists, the like hath not happened these many yeeres	1
NA	A covenant for religion, king & countrey. Made by the lords, knights, gentlemen, burgesses, ministers, and Commons of the Kingdome of Scotland	1
NA	A counter-plot against popery	1
NA	A copy of the commission of array granted from His Majesty, to the Marquesse of Hertford. Read in the House of Commons, and ordered to be forthwith printed and published. Hen. Elsynge, Cler. Parl. D. Com	1
NA	A copy of the commission of array	1
NA	A coppie of a letter, read in the House of Commons: sent from Master Sampford, high sheriffe of the countie of Somerset, and the committee there, of their weekly proceedings, in searching the recusants houses. Also the number of such ammunition as was taken in their houses, and sent to the castle at Taunton Ordered to be printed. Hen. Elsyng, Cler. Parl. D. Com	1
NA	A copie of the petition of both Houses of Parliament, concerning the militia, &c. Presented to His Majestie at Theobalds, I⁰ Martii, 1641	1
NA	A copie of the oath taken by the papists	1
NA	A copie of a letter to the Lord Marquesse of Hartford	1
NA	A Copie of a letter sent from the committee at Lincoln, to the House of Commons, directed to he speaker of the said House, and subscribed with the names of the said committee	1
NA	A copie of a letter sent from a gentleman in his Majesties army	1
NA	A copie of a letter sent by Mr. Speaker, to all the corporations in England	1
NA	A Continvation of the most remarkable passages in both Houses of Parliament	1
NA	A Continvation of our weekly intelligence from His Majesties army	1
NA	A continvation of certain speciall and remarkable passages from both Houses of Parliament	1
NA	A continuation of true and speciall passages	1
NA	A continuation of the true diurnall of proceedings in Parliament	1
NA	A continuation of the true diurnall of all the passages in Parliament	1
NA	A continuation of the true diurnall occurrences in Parliament	1
NA	A continuation of the most remarkable passages in both Houses of Parliament	1
NA	A continuation of the late proceedings of His Majesties army at Shrewsbury, Bridge-North, and Manchester	1
NA	A continuation of the Irish rebels proceedings, with our victories over them	1
NA	A continuation of the diurnall passages in Ireland	1
NA	A continuation of certain speciall and remarkable passages from both Houses of parliament	1
NA	A compleat schoole of vvarre: or, A direct way for the ordering and exercising of a foot company	1
NA	A complaint to the House of Commons, and resolution taken up by the free Protestant subjects of the cities of London and Westminster, and the counties adjacent	1
NA	A common councell, held at Guild-Hall, in the city of London, the 31. of December. 1641	1
NA	A collection of the rights and priviledges of Parliament	1
NA	A collection of svndry petitions presented to the Kings most excellent Majestie	1
NA	A collection of sundry petitions presented to the Kings Most excellent Majestie	1
NA	A collection of speciall passages and certaine informations of all the most memorable accidents, and remarkable truths, from London, Westminster, and divers other parts of this Kingdome, from Munday Octob. 17. till Tuesday Novemb. 1. 1642	1
NA	A collection of severall speeches, messages, and answers of the Kings Majestie, to both Houses of Parliament	1
NA	A christal for the clergie	1
NA	A certaine relation of the Earle of Ormonds nine dayes passages at his last going into the pale against the rebels	1
NA	A certaine and true relation of a great and glorious victory obtained by the Protestant party in Ireland	1
NA	A catalogue of the names of the dukes, marquesses, earles and lords, that have absented themselves from the Parliament	1
NA	A brief of an act of Parliament humbly desired for the relief of the distressed Protestants of Ireland	1
NA	A briefe relation of the proceedings of our army in Ireland, since the tenth of June to this present Iuly 1642	1
NA	A briefe discourse upon tyrants and tyranny	1
NA	A bloudy battel· Fought between a thousand Scotch volluntiers, and the cavaliers in the county of Cumberland. on Munday the last of October, 1642	1
NA	Abingtons and Alisburies present miseries·	1
NA	A Barbarous and inhumane speech spoken by the Lord Wentworth, sonne to the late Earle of Straford	1
wroth, thomas (1584-1672)	A speech spoken by Sr. Thomas Wroth Knight, in the Honourable House of Commons	1
wright, robert (1560-1643)	A speech spoken in the House of Commons	1
wren, matthew (1585-1667)	Bishop Wrens petition to the Parliament, in defence of Episcopacie	1
wortley, francis (1591-1652)	A declaration from York	1
willoughby parham, francis (1613-1666)	The Lord Willoughby of Parham, his letter to an Honorable Member of the House of Parliament	1
williamson, benjamin (1600-1699)	Horrible newes from Lancashire	1
williams, andrew (NA-NA)	Aprill, 21. 1642. Victorious nevves from Waterford in Ireland	1
whitlocke, bulstrode (1605-1675)	The speech of Bulstrode Whitelocke Esquire, to the Right Honourable the Lords, at a conference of both Houses on Thursday the seventeenth of February last	1
white, john (1590-1645)	Mr. VVhites speech in Parliament on Munday, the 17th. of January	1
wharton, philip (1613-1696)	The two speeches of the Lord Wharton, spoken in Guild-Hall, Octob. 27. 1642	1
wharton, philip (1613-1696)	The Lord Whartons speech, to the petitioners for peace: on the eighth of December, at Habberdashers-Hall, in London	1
watkins, david (NA-NA)	A true copie of the remonstrance and petition, presented to the Honourable the House of Commons assembled in Parliament. By Sir David Watkins Knight, Mr. Shuite, and others, (the now principall designers and managers of the publique affaires of the citie) earnestly arguing for no accomodation. but a vigorous prosecution of the present warre. With a petition of certaine other citizens of London, intended to be presented for peace	1
warwick, robert rich (1587-1658)	The Earl of VVarwick's letter from aboard His Majesties ship, called the James, in the Downs, to an Honorable Lord in Parliament; dated July 4. 1642	1
warwick, robert rich (1587-1658)	A most vvorthy speech, spoken by the Right Honourable Robert Earle of VVarvvicke	1
warwick, robert rich (1587-1658)	A letter sent from the Right Honorable Robert Earle of Warwik, admirall of the sea	1
warner, eliz (NA-NA)	Good and true newes from Ireland	1
warmstry, thomas (1610-1665)	Ramus olivæ; or, An humble motion for peace	1
ward, richard (1602-1684)	The anatomy of warre, or, Warre with the wofull, fruits, and effects thereof, laid out to the life	1
ward, richard (1602-1684)	Jehoshaphats going forth to battell with the wicked	1
ward, john (active 1642-1643)	The taking of VVinchester by the Parliaments forces	1
ward, john (active 1642-1643)	An encouragement to warre. Or, Bellum Parliamentale	1
walwyn, william (1600-1681)	Some considerations tending to the undeceiving those, whose judgements are misinformed by politique protestations, declarations, &c	1
waller, edmund (1606-1687)	To the Kings Most Excellent Majesty. E.W. gent	1
waller, edmund (1606-1687)	A vindication of the King·	1
vicars, john (1580-1652)	God in the mount. Or, Englands remembrancer	1
vaux, anthony (NA-NA)	Prince Robert his proceedings with His Majesties army in Berkshire	1
vaughan, hugh (NA-NA)	A loving and loyall speech spoken unto the excellency of our noble Prince Charles: by Sir Hugh Yaughan [sic] the 2. of October at Ragland-Castle in Munmoth-shire in Wales, as his happy accesse and comming thither. Also the manner of his brave entertainment, and a relation o divers rich presents brought unto him by the gentry and communalty of countrey, humbly tending their true service to their prince: with the princes speech, giving them hearty thanks for their kind expressions of their love. Sent from a gentleman of that country, to one M. Francis Meredith, unto M. Henry Roberts, belonging to the Custome-house. London	1
ussher, james (1581-1656)	Vox Hiberniæ or rather the voyce of the Lord from Ireland	1
ussher, james (1581-1656)	Vox Hibernæ [sic] or rather the voyce of the Lord from Ireland	1
trelawny, jonathan (1623-1681)	True intelligence from Cornwall	1
travers, robert (NA-NA)	A true relation of certaine nevvs from the vvest of Ireland	1
travers, robert (NA-NA)	A new and true relation from Ireland, sent in a letter from Sir Robert Traverse, to Lievtenant James Finch in London. Of a great defeat given by the Protestants army, under the command of Sir Charles Vavasour, to twenty foure thousand of the rebels, under the command of O Sulivan Beare, and Macharta Reb, besieging Brandon-bridge: where five hundred of ours with two thousand of the towne routed them, kild two thousand of them, and took O Sulivan Beare prisoner: and a great booty	1
travers, robert (NA-NA)	A certaine relation of the earle of Ormonds proseedings in Ireland	1
tindall, humphrey (1549-1614)	The prophecy of Humphrey Tindal vicar of VVellenger	1
temple, john (1600-1677)	The copie of a letter from Dublin in Ireland	1
tempest, george (NA-NA)	The true copie of a letter importing divers passages of high and dangerous consequence	1
taylor, john (1580-1653)	The diseases of the times or, the distempers of the Common-wealth	1
taylor, john (1580-1653)	Mad fashions, od fashions, all out of fashions, or, The emblems of these distracted times	1
taylor, john (1580-1653)	A three-fold discourse betweene three neighbours, Algate, Bishopsgate, and John Heyden the late cobler of Hounsditch, a professed Brownist	1
taylor, john (1580-1653)	A tale in a tub or, A tub lecture	1
taylor, john (1580-1653)	A seasonable lecture, or a most learned oration	1
taylor, john (1580-1653)	An humble desired union betweene prerogative and priviledge	1
stuteville, thomas (NA-NA)	A true relation of every remarkable circumstance in relieving of Tredagh, by Captaine Thomas Steutevile. Also the copy of Sir Phelome Oneal's commission, for the establishing of Colonell Richard Plunket Lievetenant [sic] Generall of Lempster, and Vlster. Together, with the distresse of the whole kingdome, and other passages of note	1
strickland, robert (1600-1670)	The Queenes resolution discovered by some letters read in the House of Commons	1
st john, oliver (1598-1673)	Master St. John his speech in Parliament on Munday, the 17th. of January	1
st john, oliver (1598-1673)	Master St. John his speech in Parliament, on Munday January the 17th an. Dom. 1641. Concerning the charge of treason then exhibited to the bishops, formerly accused by the House of Commons	1
stephens, stephen (NA-NA)	Exceeding happy nevvs from Ireland	1
stapleton, philip (1603-1647)	Sir Phillip Stapleton his worthy speech in the House of Commons in Parliament, Ian. 15. 1641	1
stapleton, philip (1603-1647)	A renowned speech spoken to the Kings most Excellent Majesty, May, 28. at the last great assembly of the gentry and commonalty of Yorkshire, by that most judicious gentleman Sir Phillip Stapleton	1
stapleton, philip (1603-1647)	A renowned speech spoken to the Kings most Excellent Majesty, May, 28. at the last assembly of the gentry and commonalty of Yorkshire, by that most judicious gentleman Sir Phillip Stapleton	1
stamford, henry grey (1599-1673)	Excceding [sic] joyfull nevves from the Earl of Stamford, the Lord Wharton, and the Lord Kymbolton	1
stamford, henry grey (1599-1673)	A True relation of Prince Roberts proceedings in Leicestershire	1
spencer, benjamin (1595-NA)	Articles exhibited against Benjamin Spencer, minister of S. Thomas Parish in Southwarke, in the right honourable and high Court of Parliament, for which his living was sequestred	1
somerset, william seymour (1588-1660)	The Lord Marquesse of Hertford, his letter, sent to the Queen in Holland·	1
somerset, william seymour (1588-1660)	New plots discovered, against the Parliament, and the peace of the kingdome	1
smith, samuel (NA-NA)	The last ioyfull newes from Ireland	1
smith, philip (NA-1664)	Master Smith his speech in the House of Commons assembled in Parliament	1
smart, peter (1569-1652)	A catalogue of superstitious innovations in the change of services and ceremonies; of presumptuous irregularities, and transgressions, against the Articles of Religion, Act of Parliament for uniformity, canons, advertisements, injunctions, and homilies	1
shones, shon ap (NA-NA)	The Welshmans ansvver, to that false petition which was printed of her reputation, and protestation made in her vindication of her defamed reputation. Written by me, Shon op Shones, by the consent of her cosins of creat qualitie; Wilham Powell, Shonny Morgan, and her cosin Cadwalladore, and her cosin Criffen, and her cosin Shenkin. Cots plutter a nailes, if her tid put know how tid so apuse us, her would would have them py their long tusks, and pumble her nose soundly	1
shones, shon ap (NA-NA)	The Welch-mens prave [sic] resolution	1
sedgwick, obadiah (1600-1658)	England's preservation or, a sermon discovering the onely way to prevent destroying judgements	1
scott, thomas (1580-1626)	The wicked plots, and perfidious practises of the Spaniards, against the 17. provinces of the Netherlands, before they tooke up arms	1
scotten, edmund (NA-NA)	A desperate and dangerous designe discovered concerning the Fen-countries	1
saye sele, william fiennes (1582-1662)	A speech in Parliament, of the right honourable William Lord Saye and Seale	1
sandys, edwin (1612-1642)	The declaration of Col: Edwyn Sandys	1
sanders, edward (1600-1699)	The Kings Maiesties resolution concerning York-shire	1
sampson, lat (NA-NA)	A diurnall of true proceedings of our armies at Sherbourne	1
salvin, john (1622-1672)	To the knights, citizens, and burgesses of the Commons House in Parliament now assembled	1
russell, thomas (active 1642-1642)	August the twenty, 1642. Exceeding good and true nevves from Ireland: brought over by the last post	1
rudyerd, benjamin (1572-1658)	Two speeches in the House of Commons	1
rudyerd, benjamin (1572-1658)	Two speeches in Parliament	1
rudyerd, benjamin (1572-1658)	Sir Beniamin Rudyard his learned speech in Parliament on Wednesday, being the twenty ninth day of December 1641	1
rudyerd, benjamin (1572-1658)	A worthy speech spoken in the honourable House of Commons, by Sir Beniamin Rudyard	1
rudyerd, benjamin (1572-1658)	A worthy speech spoken in the honourable House of Commons	1
rudyerd, benjamin (1572-1658)	A most worthy speech spoken in the Honourable House of Commons, by Sir Benimin [sic] Rudyard	1
rudyerd, benjamin (1572-1658)	A most worthy speech spoken in the Honourable House of Commons, by Sir Beniamin Rudyard	1
robinson, john (active during 1600-1699)	Irelands tragical tyrannie	1
richelieu, armand jean du plessis (1585-1642)	Nevves from France	1
reynolds, edward (1599-1676)	Israels petition in time of trouble	1
radnor, john robartes (1606-1685)	The resolution of the Right Honourable the Earl of Essex his Excellence, Lord Generall of all his forces for the preservation of His Majesty and Parliament	1
radnor, john robartes (1606-1685)	A declaration of the noble resolution of the Earle of Essex his Excellence	1
pym, john (1584-1643)	Two speeches delivered in Parliament	1
pym, john (1584-1643)	The copie of a letter written unto Sir Edward Dering, lately put out of the house, and committed unto the Tower, Feb. 2. 1641	1
pym, john (1584-1643)	The copie of a letter written unto Sir Edward Deering, lately put out of the House, and committed unto the Tower, February 2. 1641	1
pym, john (1584-1643)	Mr. Pymme his speech and protestation in Parliament	1
pym, john (1584-1643)	Mr: Pym his vindication in Parliament of the accusation of high treason, exhibited against him and the Lord Kimbolton, and other four members	1
pym, john (1584-1643)	Mr. Pym, his speech. On Tuesday the 8th of February, to the Lords, at a conferrence of both Houses	1
pym, john (1584-1643)	Mr. Pim's speech, deliverd at a conference betvvixt both Houses, concerning divers petitions presented to the House of Commons	1
pym, john (1584-1643)	March 17. Master Pyms speech in Parliament	1
pym, john (1584-1643)	A speech delivered in Parliament, by a worthy Member thereof, and a most faithfull vvell-wisher to the Church and common-weale; concerning the grievances of the kingdome	1
pym, john (1584-1643)	A speech delivered at a conference with the Lords. January, XXV. MDCXLI	1
pym, john (1584-1643)	A speech delivered at a conference with the Lords, January XXV. MDCXLI	1
pym, john (1584-1643)	A speech delivered at a conference with the Lords, January XXV, MDCXLI	1
pym, john (1584-1643)	A speech delivered at a conference with the Lords January, XXV. MDCXLI	1
pym, john (1584-1643)	A speech delivered at a conference with the Lords, January 25. MDCXLII	1
pym, john (1584-1643)	A most learned and religious speech spoken by Mr. Pym, at a conference of both Houses of Parliament the 23. of this instant moneth of Septemb	1
pym, john (1584-1643)	A message of thankes	1
pursell, francis (NA-NA)	March, 31. A great defeat given to the rebells in Ireland, by Master George Courtney, governor of the Castle of Limbrick	1
prynne, william (1600-1669)	A vindication of Psalme 105.15. (touch not mine anoynted, and doe my prophets no harme) from some false glosses lately obtruded on it by Royallists	1
prynne, william (1600-1669)	A vindication of Psalme 105.15. (Touch not mine anointed, and doe my prophets no harme) from some false glosses lately obtruded on it by Royalists	1
prynne, william (1600-1669)	A soveraigne antidote to prevent, appease, and determine our unnaturall and destructive civill vvars and dissentions	1
price, john (???NA-NA)	Some few and short considerations on the present distempers; by J.P	1
pollard, hugh (1610-1666)	To the right honourable the House of Commons	1
plunkett, richard (1600-1699)	The newest and best newes from Ireland	1
pinck, robert (1573-1647)	A letter sent from the Provost Vice-Chancellour of Oxford, to the Right Honourable the Earle of Pembrooke Lord Chancellour of Oxford	1
pike, roger (1600-1699)	June 8th. 1642. A true relation of the proceedings of the Scots and English forces in the north of Ireland	1
pickering, robert (1600-1699)	VVarranted tydings from Jreland. Written by Master Robert Pickering, secretary unto the Right Worshipfull, Sir Simon Harcourt, Sergeant-Major of all the horse troops there arrived. From Corke, January 16, 1461 [sic	1
pickering, robert (1600-1699)	Gods providence to the distressed Protestants in Ireland, or, The last proceedings in the province of Munster	1
peters, hugh (1598-1660)	A true relation of the passages of Gods providence in a voyage for Ireland	1
pembroke, philip herbert (1584-1650)	The Earle of Pembroke his declaration and resolution, to the high court of Parliament	1
peirce, edmund (NA-1667)	The petition of the gentry, ministers and commonalty of the county of Kent	1
peirce, edmund (NA-1667)	The petition of the gentrie, ministers, and commonalty of the county of Kent	1
peacham, henry (1576-1643)	The art of living in London, or, A caution how gentlemen, countreymen and strangers, drawn by occasion of businesse, should dispose of themselves in the thriftiest way, not onely in the citie, but in all other populous places	1
peacham, henry (1576-1643)	Square-caps turned into round-heads: or The bishops vindication, and the Brownists conviction	1
payne, nicholas (NA-NA)	A true relation of a brave exploit performed by Captain Richard Dawks, in taking of the Castle of Dover for the King and Parliament	1
parsons, william (1570-1650)	A letter written from Sir VVilliam Parsons, one of the lord justices of Ireland, to Sir Robert Pye, a worthy knight of the Honourable House of Commons	1
parsons, william (1570-1650)	A copy of a commission under the Great Seale of Ireland, granted by the Right Honorable Sir William Parsons Knight and Barronet, and Sir John Borlase Knight, Lords Justices of that kingdom: for disarming all papists in and about the city of Dublin, and restraining the accesse of any suspitious persons unto the said city, and for the preservation of the same in safety and good order	1
parsons, ralph (1600-1699)	Two famous battels fought in Ireland	1
parker, john (NA-NA)	A letter sent from one Mr. Parker a gentleman	1
parker, henry (1604-1652)	The vintners answer to some scandalous phamphlets [sic] published, (as is supposed) by Richard Kilvert; and abetted in some points, by his brother Roger, and Alderman Abel	1
parker, henry (1604-1652)	The danger to England observed, upon its deserting the High Court of Parliament	1
parker, henry (1604-1652)	Some few observations upon his Majesties late answer to the Declaration, or remonstance of the Lords and Commons of the 19. of May, 1642	1
parker, henry (1604-1652)	Some few observations upon his Majesties late answer to the Declaration, or remonstance of the Lords and Commons of the 19 of May 1642	1
parker, henry (1604-1652)	Observations upon some of His Majesties late answers and expresses	1
parker, henry (1604-1652)	A petition or declaration, humbly desired to be presented to the view of His most Excellent Majestie; by all his Majesties most loyall and dutifull subjects	1
pareus, johann philipp (1576-1648)	Oratio panegyrica pro musis Hanovicus instaurandis	1
owen, william (1600-1699)	The last true intelligence from Ireland	1
owen, david (NA-1623)	A persvvassion to loyalty, or The subject's dutie	1
owen, david (NA-1623)	A persvvassion to loyalty, or The subiect's dutie	1
ormonde, james butler (1610-1688)	A true declaration of the last affaires in Ireland	1
o'neill, phelim (1604-1653)	The petition of Sir Philomy Oneale Knight, generall of the rebels in Ireland, and of the lords, nobility and commanders of the army of the Catholiques in that kingdome	1
o'connor, bonaventura (NA-NA)	A most damnable and hellish plot exprest in three letters against all Protestants in Ireland and England	1
norwood, thomas (NA-NA)	A copy of a letter sent from a gentleman of quality dwelling in Banbury, to Mr. Jennings of Fan-Church street in London	1
norton, edward (1641-NA)	The last true newes from Ireland, March 4. 1641	1
northampton, spencer compton (1601-1643)	Articles of impeachment in the High Court of Parliament against the nine Lords, viz. the Earl of Dover, Earl of Northampton, L. Capell. &c	1
northampton, spencer compton (1601-1643)	Articles of impeachment exhibited in Parliament, against Spencer Earle of Northamp William Earle of Devonsh. Henry Earle of Dover, Henry Earle of Monmouth, Robert Lord Rich, Charles Lord Howard Charlton, Charles L. Grey of Ruthen Thomas Lord Coventry, Arthur Lord Chapell, &c	1
nicholas, jerome (1600-1699)	Nevvs certain and terrible from the kingdom of Poland	1
newcastle, william cavendish (1592-1676)	An answer of the Right Honourable the Earle of Nevv-Castle His Excellency, &c. To the six groundlesse aspersions cast upon him by the Lord Fairefax	1
newcastle, william cavendish (1592-1676)	An answer of the Right Honourable Earle of Nevvcastle his excellency, &c. to the six groundless aspersions cast upon him by the Lord Fairefax	1
newcastle, william cavendish (1592-1676)	A declaration made by the Earl of New-Castle, Governour of the town and county of New-Castle	1
newcastle, william cavendish (1592-1676)	A declaration made by the Earl of Nevv-Castle, Governour of the town and county of New-Castle	1
nethersole, francis (1587-1659)	Considerations upon the present state of the affairs of this kingdome·	1
naunton, robert (1563-1635)	Fragmenta regalia, or Observations on the late Queen Elizabeth, her times and favourites	1
muschamp, agmondisham (NA-NA)	Further intelligence from Ireland	1
morton, thomas (active during 1600-1699)	Englands warning-piece	1
morgan, t (NA-NA)	The Welchmens iubilee: to the honour of St. David	1
morgan, edward (1767-1642)	Edvvard Morgan a priest, his letter to the Kings most excellent Majesty	1
morgan, edward (1767-1642)	A prisoners letter to the Kings most Excellent Maiesty, and the high court of Parlament	1
moore drogheda, charles (1603-1643)	A certificate from the Lord Moor and Sir Henry Titchborne, shewing the certainty of the cleering of the harbour, and country, twenty miles about Tredagh, with the taking of Bewly and Stameene castles, from the rebels	1
monro, robert (NA-NA)	A true relation of the proceedings of the Scottish armie now in Ireland	1
monmouth, henry carey (1596-1661)	A speech made in the House of Peeres, by the Right Honourable the Earle of Monmouth, on Thursday the 13. of Ianuary. 1641	1
monmouth, henry carey (1596-1661)	A speech made in the House of Peeres. By the Right Honorable the Earle of Monmouth, on Thursday the thirteenth of Ianuary 1641	1
monmouth, henry carey (1596-1661)	A speech made in the House of Peeres, by the right honorable the Earle of Monmouth, on Thursday the 13. of Ianuary 1641	1
mocket, thomas (1602-1670)	The churches troubles and deliverance, or, Certaine sermons tending to shew the reasons why the Lord doth sometimes bring his people into extremities	1
milton, john (1608-1674)	The reason of church-governement urg'd against prelaty	1
milton, john (1608-1674)	An apology against a pamphlet call'd A modest confutation of the animadversions upon the remonstrant against Smectymnuus	1
mills, john (1600-1699)	The desires and propositions proposed to Sir John Hotham, by the Prince his Highnesse, concerning the town of Hull	1
mervyn, audley (NA-1675)	An exact relation of all such occurrences as have happened in the severall counties of Donegall, London-Derry, Tyrone, & Fermanagh in the North of Ireland	1
mervyn, audley (NA-1675)	An exact relation of all such occurrences as have happened in the severall counties of Donegall, London-Derry, Tyrone, & Fermanagh in the north of Ireland	1
mervyn, audley (NA-1675)	An exact relation of all such occurrences as have hapned in the severall covnties of Donegall, London-derry, Tyrone, and Fermanagh, in the north of Ireland	1
meredith, walter (NA-NA)	The fidelity, obedience, and valour of the English-nation	1
meldrum, john (NA-1645)	The copy of a letter sent to the King by Sir Jo. Meldrum	1
may, thomas (1595-1650)	Observations vpon the effects of former Parljaments	1
may, thomas (1595-1650)	A discourse concerning the successe of former Parliaments	1
maynard, john (1602-1690)	Master Meynard his speech at the committee at Guild Hall in London on Thursday, Ianuary 6	1
massy, isaac (1586-NA)	Midsummer's prognostication of pacification and vnity betwixt the King and Parliament·	1
mason, robert (active during 1600-1699)	The English and Scottish Protestants happy tryumph over the rebels in Ireland	1
mason, abel (NA-NA)	Sad and fearfull nevves from Beverley. Or, the northern diurnall	1
marsh, john (active during 1600-1699)	An argument or, debate in lavv: of the great question concerning the militia; as it is now settled by ordinance of both the Houses of Parliament	1
manchester, edward montagu (1602-1671)	Two speeches delivered, the one by the Earle of Manchestr [sic] and the other by Iohn Pym Esquire, in Guild-Hall on fryday the 13. of Ianuary 1642	1
manchester, edward montagu (1602-1671)	The right honorable the Lord Kimbolton his speech in Parliament	1
manchester, edward montagu (1602-1671)	Manchesters resolution against the Lord Strange	1
maguire, francis (NA-NA)	The copy of two letters sent from Rome	1
macconnor, dermond (1600-1699)	The copy of a letter written from Dermond MacConnor	1
lunsford, thomas (1610-1653)	Collonel Lunsford his petition	1
lucas, thomas (NA-1649)	Admirable good newes againe from Ireland· Or, the copie of a letter written from Sir Thomas Lucas	1
loyd, morgan (NA-NA)	Newes from Wales or, The Prittish Parliament	1
loveday, samuel (1619-1677)	An answer to the Lamentation of Cheap-side Crosse	1
loftus, edward (1600-1699)	Ioyfull nevves from Ireland, or, a true relation of the great overthrow which the English gave the rebels before Droheda	1
loftus, edward (1600-1699)	Approved, good, and happy newes from Ireland	1
littleton, edward (1589-1645)	The Lord Keepers speech to the House of Commons, at the passing of two bills	1
littleton, edward (1589-1645)	A submissive and petitionary letter subscribed	1
lindsey, montague bertie (1608-1666)	The Earle of Lindsey his declaration and iustification	1
lilly, william (1602-1681)	Lilli's propheticall history of this yeares accidence, 1642. Or, Newes from the grammar-school	1
lenthall, william (1591-1662)	Two letters of note	1
lenthall, william (1591-1662)	Mr. Speakers letter to the Kings most excellent Majestie, Febr. 16. 1641	1
lenthall, william (1591-1662)	Master speakers letter ordered by the Honorable House of Commons, to be sent to the high sheriffe and gentry of Yorkshire	1
lenthall, william (1591-1662)	A copy of the speakers letter to the Vice-Chancellour and the heads of houses of the Vniversity of Oxford	1
leicester, robert sidney (1595-1677)	A letter from the Lord of Leicester, to the Right Honourable the Earle of Northumberland, and by him communicated to the House of Peeres	1
leicester, robert sidney (1595-1677)	A letter from the Lord of Lecester, to the Right Honourable, the Earle of Northumberland; and by him comunicated to the House of Peeres	1
leicester, philip sidney (1619-1698)	An armie for Ireland, conducted by the Lord Lithe [Lisle], son to the right honourable, the Earle of Liecester, Lord Deputy of Ireland	1
lechford, thomas (1590-1644)	Plain dealing: or, Nevves from New-England	1
lawrence, george (1615-1695)	The debauched cavalleer: or the English Midianite	1
laud, william (1573-1645)	A letter sent from the Arch-Bishop of Canterbury (now prisoner in the Tower) to the Vice-Chancellor, doctors, and the rest of the convocation at Oxford	1
kilborne, patrick (NA-NA)	Exceeding welcome news from Ireland	1
keeling, josias (NA-NA)	The Queenes proceedings in Holland	1
jordan, thomas (1612-1685)	The Christian souldier. Or, Preparation for battaile	1
jordan, thomas (1612-1685)	Rules to know a royall king, from a disloyall subject	1
jordan, thomas (1612-1685)	A speech to the people· Or A briefe and reall discovery of the unhappy estate of these most distracted times	1
jordan, thomas (1612-1685)	A diurnall of dangers	1
jones, isaac (NA-NA)	Good newes from Ireland	1
jones, henry (1605-1682)	A remonstrance of the beginnings and proceedings of the rebellion in the county of Cavan	1
jones, henry (1605-1682)	A relation of the beginnings and proceedings of the rebellion in the county of Cavan	1
jones, henry (1605-1682)	A perfect relation of the beginning and continuation of the Irish-rebellion, from May last, to this present 12th. of January, 1641	1
jones, adam (1600-1699)	Horrible nevves from Leicester·	1
johnston, robert (1567-1639)	A letter from Mr. Robert Iohnston, one of the Elders of Edenborough, directed to Master VVilliam Agard in Cambridge, with a petition of the English there inclosed, to the Kings most Excellent Majesty	1
johnston, robert (1567-1639)	A letter from Mr. Robert Iohnston, one of the Elders at Edenborough, directed to Master VVilliam Agard in Cambridge	1
johnson, william (active during 1600-1699)	The resolution of the gentry and commonalty in the county of Nottingham, presented to his Excellence the Earle of Essex, the 12. of Septemb	1
johnson, thomas (1788-NA)	Victorious nevves from Ireland brought over Aug. 24	1
johnson, thomas (1788-NA)	A true relation of Gods Providence in the province of Munster	1
johnson, stephen (NA-NA)	Exceeding good newes from the Neweries in Ireland·	1
johnson, richard (active during 1600-1699)	The last intelligence from Ireland	1
johnson, richard (active during 1600-1699)	Good and true nevves from Ireland	1
hursey, roger (NA-NA)	Brave nevves from Ireland	1
hunt, james (1600-1699)	The sermon and prophesie of James Hunt	1
hotham, john (1645-1645)	The declaration of Captain Hotham sent to the Parliament	1
