tokens,amounts,keep_stop,
Du-Gardianis.,1,,
I.Y.,1,,
Josh[ua].,1,,
gt.,1,,
R.J[aneway].,1,,
Allin.,1,,
decemb.,1,,
field.,1,,
VV.P.,1,,
M.CD.LXXXII.,1,,
Cæmet.,1,,
T[homas].F[awcet].,1,,
M.DC.LXXXIV.,1,,
Head-Alley.,1,,
G[oodwin].,1,,
Y.E.,1,,
Prid.,1,,
M.M.T.C.,1,,
Gospel-Truth.,1,,
W.G[odbid].,1,,
V[ade].,1,,
Maxey.,1,,
YE.,1,,
pro.,1,,
habitations.,1,,
shilling.,1,,
S[peed?].,1,,
Bovvman.,1,,
Wells.,1,,
K.P.,1,,
Neargate-street.,1,,
T.J[ohnson].,1,,
E.T[yler].,1,,
R.H[olt].,1,,
M.DC.LXXXVI.,1,,
Gruis.,1,,
B.G[riffin].,1,,
[ie.,1,,
M.DC.XLII.,1,,
Brison.,1,,
A[twood].,1,,
J.M[acock].,1,,
M[acocke].,1,,
P[layford?].,1,,
K[niblo].,1,,
van].,1,,
S[olingen].,1,,
C[olmar].,1,,
Marigold.,1,,
MDCLXXIII.,1,,
P.P[arker].,1,,
MDCLVIII.,1,,
ll.,1,,
M[ottershead].,1,,
Lu.,1,,
Crosley.,1,,
Hunscott.,1,,
New-Exchange.,1,,
R[ichardson].,1,,
G.S.P.,1,,
C.[i.e.,1,,
Yorkshire.,1,,
N.T[hompson].,1,,
Spencer.,1,,
like.,1,,
J[ohn].D[arby].,1,,
Best.,1,,
Senior.,1,,
H[enry].H[ills].,1,,
Sym.,1,,
T[homas].S[nowden].,1,,
-M.DC.LIV.,1,,
Jewen-Street.,1,,
H[ayhurst].,1,,
N.V.,1,,
Bazing-hall-street.,1,,
T.R[oycroft].,1,,
Vniuersity.,1,,
Sunne.,1,,
Nott.,1,,
MDCLXXIX.,1,,
1571,1,,
a..,1,,
7461,1,,
Ioseph.,1,,
Giles.,1,,
[E.G.,1,,
Iah.,1,,
Coemiterio.,1,,
Lo.,1,,
benefit.,1,,
Billing.,1,,
Parliament-Men.,1,,
Dunster.,1,,
F.R.,1,,
V.V.,1,,
Old-Bayly.,1,,
H[eath].,1,,
C.I.,1,,
Latran.,1,,
Adr.,1,,
Simmons].,1,,
O.H.,1,,
I[ibbitson].,1,,
J.r.,1,,
[Hen.,1,,
[I.C.,1,,
Eaglesfield.,1,,
C[rooke].,1,,
astrology.,1,,
Coates.,1,,
Coules.,1,,
Cossinet.,1,,
R[ushworth].,1,,
Toh.,1,,
Dolphin.,1,,
bhlía.,1,,
MDCLII.,1,,
Overtrn.,1,,
Geneva.,1,,
MDLVIII.,1,,
Januar.,1,,
Williel.,1,,
bhlia.,1,,
Richman.,1,,
Soutwark.,1,,
Bride-lane.,1,,
Graves.,1,,
Cockeril.,1,,
fleet-street.,1,,
Regirost.,1,,
L[owndes].,1,,
Janur.,1,,
Bishopus.,1,,
Liv.,1,,
Astine.,1,,
N[ath].,1,,
R[oybould].,1,,
West-Smith-field.,1,,
L[ocke].,1,,
[T]ho.,1,,
Requests.,1,,
Cambridg.,1,,
Cong.,1,,
N.P.,1,,
counties.,1,,
Britaine.,1,,
Nutt.,1,,
Covent.,1,,
Banj.,1,,
Lichfeldianis.,1,,
Byrone.,1,,
Brome.,1,,
Tyus.,1,,
Vere].,1,,
regium.,1,,
A[nderson].,1,,
Mountague-Close.,1,,
thirty.,1,,
characterized.,1,,
R.d.,1,,
Fl[esher].,1,,
Bartholomew.,1,,
D.N.,1,,
Atkins.,1,,
Jehos.,1,,
S.L.W.H.S.K.,1,,
M.DC.LXVI.,1,,
Humble.,1,,
Anchor.,1,,
Bishopsgate.,1,,
Maries.,1,,
Ry.,1,,
Privy-Council.,1,,
bibliopolam.,1,,
Tarr.,1,,
persons.,1,,
vocato.,1,,
Plutarch.,1,,
Elzevir.,1,,
[R.V.,1,,
Fountain-Ta...,1,,
urbis.,1,,
con...,1,,
tourneur.,1,,
society.,1,,
M.DC.XCVII.,1,,
N[eale].,1,,
11th.,1,,
Far.,1,,
regii.,1,,
P.K.,1,,
Hancock.,1,,
E.K.,1,,
fryers.,1,,
visible.,1,,
vindication.,1,,
Jury.,1,,
Giov.,1,,
Corn-hil.,1,,
Wolters.,1,,
M.DC.XCII.,1,,
Longhis.,1,,
C[otterell].,1,,
B[lanche].,1,,
M.DC.XLIII.,1,,
ær.,1,,
repentance.,1,,
righteousness.,1,,
Hudgebut.,1,,
M[ackock?].,1,,
Barnet.,1,,
D[owname].,1,,
theater.,1,,
Franckf.,1,,
Leipz.,1,,
memory.,1,,
D.D.,1,,
W.T[hackeray?].,1,,
B[ridge].,1,,
D[u-gard].,1,,
Scotland-Yard.,1,,
F.C[ollins].,1,,
Colleg.,1,,
professor.,1,,
C[oules].,1,,
P[arkhurst].,1,,
Cademan.,1,,
Villâ.,1,,
Dobunorum.,1,,
S[anders].,1,,
Mi.,1,,
Milbourn.,1,,
Hinch.,1,,
sunt.,1,,
supplere.,1,,
Kal.,1,,
mentioned.,1,,
M[r]s.,1,,
T.Y.,1,,
Butter.,1,,
R[andall].,1,,
oriental.,1,,
Gulil.,1,,
S.T.B.,1,,
Elis.,1,,
Twyford.,1,,
S[awbridge].,1,,
J.G.B.,1,,
wood-market.,1,,
MDCXLIV.,1,,
21th.,1,,
N[ewcombe].,1,,
abovesaid.,1,,
priuiledge.,1,,
change.,1,,
R.O[ulton].,1,,
G.D[exter].,1,,
T[hompson.,1,,
Marshal..,1,,
B[oyer].,1,,
H[epinstall].,1,,
Edquires.,1,,
exc'.,1,,
Reg'.,1,,
Lat.,1,,
&ct.,1,,
ink.,1,,
O.B.,1,,
[exc.,1,,
Laur[rence].,1,,
J.X.,1,,
].,1,,
T[omlins].,1,,
MDCLXXX.,1,,
Benevol.,1,,
Wither.,1,,
publick.,1,,
schoole.,1,,
decea'd.,1,,
J.T[wyn].,1,,
L[ock].,1,,
Puddle-dock-stairs.,1,,
R[obert].I[bbitson].,1,,
T.S[owle].,1,,
T.H[odgkin].,1,,
Stocks-Market.,1,,
Bellinger.,1,,
M[ottorshed].,1,,
Heyrick.,1,,
arm.,1,,
J.M[illet].,1,,
B[ridgit].,1,,
Dutch.,1,,
Corne-Hill.,1,,
Rob[ert].,1,,
Py-Corner.,1,,
Clark].,1,,
Visscher.,1,,
W[illaim].,1,,
W[ebb].,1,,
1542,1,,
Armigerorum.,1,,
H[arison?].,1,,
Bishops-gate.,1,,
Dicas.,1,,
sixpence.,1,,
dances.,1,,
W.[illiam].,1,,
Du-Gardi.,1,,
Castle-street.,1,,
Dennisson.,1,,
Tralee.,1,,
1698/9.,1,,
S[.M.,1,,
R.B[ishop].,1,,
P[hi]l.,1,,
H[ensman].,1,,
Sams.,1,,
Humphr.,1,,
Old.,1,,
Lindsey.,1,,
spinnet.,1,,
publish'd.,1,,
S[tory].,1,,
Mincing-lane.,1,,
Jacobæa.,1,,
Convent-garden.,1,,
Brook.,1,,
R.N[orton].,1,,
I.W[right].,1,,
D.W.,1,,
Phillip.,1,,
Leybourn.,1,,
R.W[hite].,1,,
J.W[right].,1,,
vesp.,1,,
S.T.D.,1,,
Jos[eph].,1,,
H[ayhurst?].,1,,
J.W[allis].,1,,
Ri.[i.e.,1,,
J[oan].,1,,
Ja[mes].,1,,
Finch.,1,,
2.s.,1,,
2.d.,1,,
[Mottershed].,1,,
148,1,,
B[laiklock].,1,,
L[indsay].,1,,
Ri[chard].,1,,
H[erbert].,1,,
A.D.1655.,1,,
Ecclesiæ.,1,,
O[onley].,1,,
citie.,1,,
S[t.,1,,
Bates.,1,,
T[hackery].,1,,
Nichols...,1,,
Backgate.,1,,
Thes.,1,,
Micah.,1,,
truth.,1,,
Bat.,1,,
M[ilborne].,1,,
J[ane?].,1,,
Key.,1,,
Seller.,1,,
J[ohsua].,1,,
Regius.,1,,
Jul.,1,,
Bacc.,1,,
Sow-hill.,1,,
Nat[haniel].,1,,
Matis.,1,,
Sheriff.,1,,
RR.PP.,1,,
T[homoas].,1,,
Tower-hill.,1,,
D[arker].,1,,
MDCLXXXIIX.,1,,
A[ylmer].,1,,
D[ixy].,1,,
E.G[riffin].,1,,
Jo[shua].,1,,
regiment.,1,,
I[ohn?].,1,,
M[illet?].,1,,
Fl.,1,,
F[[rancis].,1,,
T[[homas].,1,,
Francis].,1,,
Gault.,1,,
word.,1,,
W.[i.e.,1,,
E[liphal].,1,,
sr.,1,,
Pye-corner.,1,,
Gilt-spur-street.,1,,
S[amues].,1,,
inS.,1,,
Lithgo.,1,,
G[reensmith].,1,,
Ro[bert].,1,,
BG.,1,,
gent.,1,,
Hen[ry].,1,,
Jer[emiah].,1,,
Mancun.,1,,
Dancer.,1,,
expence.,1,,
Despicit.,1,,
Holy-Rood-House.,1,,
Waesberge.,1,,
Besogne.,1,,
C.N.,1,,
T.F[awcet].,1,,
octavo.,1,,
treasury.,1,,
Hospital-Gate.,1,,
Octavo.,1,,
Blaeu.,1,,
Matt[hew].,1,,
Dan[iel].,1,,
Ch[ristopher].,1,,
S[hrewsbury].,1,,
L[eigh].,1,,
Jam[es].,1,,
M[allet].,1,,
R[ogerus].,1,,
B[lunden].,1,,
Samp[son].,1,,
D[avid?].,1,,
Fra[ncis].,1,,
Paul's-Church-yard.,1,,
Jerusalem.,1,,
Will[iam].,1,,
Bucklers-bury.,1,,
decessit.,1,,
primo.,1,,
G[odfrey].,1,,
Iosh.,1,,
religie.,1,,
J[onothan].,1,,
Bayley.,1,,
1670/71.,1,,
S[walle].,1,,
E[dmund].,1,,
N[icolas].,1,,
Guiltspur-street.,1,,
M.F[lesher].,1,,
Chiswel.,1,,
L[ivewel].,1,,
cca.,1,,
Excelt.,1,,
Maties.,1,,
1647[8].,1,,
l'an.,1,,
[London].,1,,
E.[i.e.,1,,
W[hite?].,1,,
Newman.,1,,
Ser.,1,,
Sac.,1,,
Pufflerum.,1,,
G[ideon].,1,,
Loots-man.,1,,
Colom.,1,,
Aldersgate-streete.,1,,
S[tarkey].,1,,
Noff.,1,,
Ms.,1,,
Rudiments.,1,,
Watling-street.,1,,
A[mos].,1,,
H.[i.e.,1,,
Hall].,1,,
O[verton].,1,,
F.L[each].,1,,
B[erard].,1,,
Haerludd.,1,,
Rewl.,1,,
Câth-Fwŷtâad.,1,,
Watling.,1,,
Catabrigiæ.,1,,
D[ugard].,1,,
Jos[hua].,1,,
Mercers-Chappel.,1,,
majesty.,1,,
V[aughan].,1,,
Iasp.,1,,
univers.,1,,
14s.,1,,
Ax.,1,,
tongue.,1,,
Robert].,1,,
Battersby].,1,,
Benj[amin].,1,,
W[ittington].,1,,
Owenus.,1,,
pret.,1,,
Christopr.,1,,
Wapping.,1,,
M.S[immons].,1,,
J.H[eptinstall].,1,,
L.L[ichfield].,1,,
H.H[all].,1,,
W[illiam.,1,,
T.[P.,1,,
Kt.,1,,
Cadiz.,1,,
Royston.,1,,
Academie.,1,,
vend.,1,,
sanders.,1,,
anormalorum.,1,,
Cousin.,1,,
excusum.,1,,
thorowout.,1,,
Si.,1,,
Exchaunge.,1,,
Billium.,1,,
[Ca]mbridge.,1,,
LI.,1,,
cccc.,1,,
xcv.,1,,
R[ead].,1,,
Francofurt.,1,,
Februarye.,1,,
xii.,1,,
MCCCClxxxxiiii.,1,,
M.CCCCC.XXXviii.,1,,
.xxxviii.,1,,
P[artritch?].,1,,
Pynsoniana.,1,,
M.D.xix.,1,,
1555,1,,
iii.,1,,
wharfe.,1,,
Wheate-eare.,1,,
Povvell.,1,,
M.D.xlviii.,1,,
.W.,1,,
vvhytchurche.,1,,
Imprinted.,1,,
I].,1,,
Haueland.,1,,
By[H.,1,,
Geri[n]g.,1,,
impen.,1,,
M.D.xxxiii.,1,,
Phi.,1,,
[Pt.,1,,
Zealande.,1,,
Gaultier.,1,,
K[night].,1,,
Thorp.,1,,
[Imp.,1,,
xij.,1,,
M.CCCCC.xxix.,1,,
hous.,1,,
Orwin.,1,,
Radulph.,1,,
Webb.,1,,
R[ichard.,1,,
Ap.,1,,
Roger.,1,,
Blount.,1,,
M.D.xxxiiii.,1,,
Cundyte.,1,,
i[m]p.,1,,
Rothomagen.,1,,
Sara.,1,,
1547,1,,
.xxx.,1,,
H[earne].,1,,
XLViii.,1,,
Resurrection.,1,,
tentes.,1,,
VVhytchurch.,1,,
P.O.,1,,
Wolff.,1,,
1530,1,,
M.D.xlix.,1,,
Holburne.,1,,
excusa.,1,,
saynt.,1,,
Oxonien[sis].,1,,
thousande.,1,,
xxxv.,1,,
Herford.,1,,
conduite.,1,,
Holost.[i.e.,1,,
S[hort.,1,,
vinetree.,1,,
condiut.,1,,
.14.,1,,
Okes].,1,,
Du[n]stani.,1,,
Macham.,1,,
y.,1,,
doore.,1,,
pytye.,1,,
Fosbrook.,1,,
well.,1,,
Bertelet.,1,,
yeares.,1,,
xxj.,1,,
xxvj.,1,,
M.D.XCIIII.,1,,
Men.,1,,
M.D.LXXXj.,1,,
B[est].,1,,
MD.LXI.,1,,
seuenth.,1,,
M.CCCC.lxxxxv.,1,,
1584,1,,
Colwel.,1,,
.M.CCCCC.,1,,
Bailie.,1,,
Euans.,1,,
throne.,1,,
Bankys.,1,,
bretton.,1,,
London[ie].,1,,
Barthlet.,1,,
Turner.,1,,
Septennium.,1,,
Flete-strete.,1,,
Alsop].,1,,
M.D.XXCIII.,1,,
Augusto.,1,,
Janss.,1,,
Poules.,1,,
vii.,1,,
iniu[n]ctions.,1,,
sixty.,1,,
Marche.,1,,
Snodham].,1,,
Stie.,1,,
Ienuarii.,1,,
Rhemes.,1,,
xci.,1,,
Parisien.,1,,
M.DC.XXXIX.,1,,
Ralf.,1,,
A[ggas].,1,,
B.[i.e.,1,,
Herforde.,1,,
Redmani.,1,,
Tottil.,1,,
Kirckham.,1,,
1546,1,,
M.cccc.xciij.,1,,
leew.,1,,
Toye.,1,,
symbolum.,1,,
Floræ.,1,,
Magest'e.,1,,
[[R.,1,,
excusit.,1,,
VVhitchurch.,1,,
God.,1,,
MDCV.,1,,
B[arrett].,1,,
vij.,1,,
armig.,1,,
VVykes.,1,,
Eld].,1,,
So[n]ne.,1,,
A[dam].,1,,
T[homas].C[otes].,1,,
Cle.,1,,
george.,1,,
Mermayde.,1,,
Throne.,1,,
london̄.,1,,
pietatis.,1,,
Whitechurche.,1,,
parysshe.,1,,
Skot.,1,,
O[rwin].,1,,
Mosely.,1,,
Iulii.,1,,
.M.D.,1,,
xlix.,1,,
strete.,1,,
Petyt.,1,,
Hesse.,1,,
M.D.xxix.,1,,
impressit.,1,,
impressorum.,1,,
Iones[.,1,,
Daium.,1,,
Lant.,1,,
Impressoris.,1,,
Hedghogge.,1,,
sone.,1,,
.viii.,1,,
.vii.,1,,
Seares.,1,,
Angeliono.,1,,
Myldredes.,1,,
Busby.,1,,
M.CCCCC.xliii.,1,,
Boler.,1,,
ordinaire.,1,,
Sheres.,1,,
restituit.,1,,
Raynald.,1,,
xxiiii.,1,,
Maie.,1,,
Churchyarde.,1,,
Cawode.,1,,
M.D.LX.,1,,
Menss.,1,,
Iulij.,1,,
Sarjeants.,1,,
12000,1,,
xiij.,1,,
I[ones.,1,,
Daius.,1,,
vtili.,1,,
O[xenbridge].,1,,
yarde.,1,,
1587,1,,
al.xiii.,1,,
M.D.xxiii.,1,,
Douay.,1,,
Guiliei.,1,,
Bow.,1,,
cradell.,1,,
IJ.,1,,
shoppe.,1,,
C[hard].,1,,
Barr̄.,1,,
Aprill.,1,,
Shrewesbury.,1,,
Powel.,1,,
february.,1,,
1549,1,,
Templebarre.,1,,
[Impress.,1,,
H[iggenbotham].,1,,
Schilders.,1,,
Æg.,1,,
1569,1,,
1616,1,,
[sumpt.,1,,
Occident.,1,,
Vele.,1,,
M.D.CIIII.,1,,
VV[alker].,1,,
licence.,1,,
both.,1,,
Ioa.,1,,
C[reed].,1,,
M.D.LXXIII.,1,,
re[n]ts.,1,,
B[ing].,1,,
Tygers-head.,1,,
Fakes.,1,,
rente.,1,,
Cotes].,1,,
[i.e.B.,1,,
Courant.,1,,
Mychel.,1,,
Eglesfeild.,1,,
1632,1,,
Stacionariorum.,1,,
Harperum.,1,,
Burse.,1,,
waredrop.,1,,
M.D.XLVIII.,1,,
Bybell.,1,,
1598,1,,
Oswell.,1,,
H[umphrey].L[ownes].,1,,
N[athaniel.,1,,
Bruney.,1,,
E[merson].,1,,
Euangelyste.,1,,
Maiestie[i.e.,1,,
.15.,1,,
1565,1,,
Daie.,1,,
Giovan.,1,,
Billio.,1,,
.M.CCCC.lxxxix.,1,,
pafroed.,1,,
M.CCCC.lxxxxvij.,1,,
Stanesbeij.,1,,
Caly.,1,,
Lekpreuik.,1,,
[O.,1,,
Pouls.,1,,
Tottle.,1,,
yeres.,1,,
decennium.,1,,
Rober.,1,,
Dawson].,1,,
1631,1,,
Peters.,1,,
M.D.XLIX.,1,,
prelims.,1,,
M.D.LXIIII.,1,,
mense.,1,,
Vincentz.,1,,
[[T.,1,,
Impres.,1,,
1545,1,,
Constantius.,1,,
M.CCCCC.XXXV.,1,,
Temple-barre.,1,,
VValdegraue.,1,,
dwellyng.,1,,
holborne.,1,,
[Imprimatur.,1,,
M[iddleton].,1,,
Wi.,1,,
Decemember.,1,,
December.,1,,
Nanuari.,1,,
Ianuari.,1,,
Regnault.,1,,
Flesher[.,1,,
Bi[sho]p.,1,,
Pietersz.,1,,
Tunne.,1,,
Charlewood.,1,,
Bouwenszoon.,1,,
Lxxxvi.,1,,
Gulih.,1,,
Burbie.,1,,
Haviland].,1,,
M.D.LXvii.,1,,
Haviland.,1,,
M.D.Lxiij.,1,,
Tunn.,1,,
solde.,1,,
Purslow.,1,,
Cotes]for.,1,,
Waterson.,1,,
Kitson.,1,,
Goughe.,1,,
Griffin].,1,,
Swane.,1,,
Ma.,1,,
M[elchisidec].,1,,
B[radwood].,1,,
fierifecit.,1,,
.xxviii.,1,,
Venice.,1,,
1.5.63.,1,,
UI.,1,,
Ruremunde⁻n.,1,,
Ogden.,1,,
Parisien̄.,1,,
xxii.,1,,
.C.,1,,
Armigeri.,1,,
mercy.,1,,
Amen.,1,,
M.CCCCC.ii.,1,,
Albons.,1,,
amen.,1,,
iiii.,1,,
M.CCCCC.x.,1,,
1591,1,,
cousin.,1,,
Pariesi.,1,,
byrckman.,1,,
industrij.,1,,
parisiensis.,1,,
I[ackson].,1,,
hopylium.,1,,
al.xix.,1,,
B[ankworth].,1,,
Lownes.,1,,
Helme.,1,,
Graftonus.,1,,
Morin.,1,,
Eagle.,1,,
Impens.,1,,
auctor.,1,,
procur.,1,,
viij.,1,,
Whitakeri.,1,,
Later.,1,,
Carmarden.,1,,
M[atthewes.,1,,
SS.,1,,
imprinted.,1,,
VVoodcocke.,1,,
Londo⁻n.,1,,
.S.,1,,
[Edm.,1,,
Battersbie.,1,,
1638,1,,
Parisiorum.,1,,
MDCXXIV.,1,,
recud.,1,,
yeare.,1,,
1557,1,,
M.D.XLII.,1,,
shopp.,1,,
heade.,1,,
E[edward].,1,,
Melvill.,1,,
Barre.,1,,
F[awcett].,1,,
Parret.,1,,
august.,1,,
Hygma[n].,1,,
nouo.,1,,
Faulcon.,1,,
privilege.,1,,
Hylaire.,1,,
Talbot.,1,,
Bishop?].,1,,
[B[nerard].,1,,
ordin.,1,,
Zeland.,1,,
N.L.C.B.,1,,
Auec.,1,,
Covstvrier.,1,,
Maurth.,1,,
Ling.,1,,
VVhitchurche.,1,,
Aug[ustine].,1,,
Mat[hewes].,1,,
Nortonian.,1,,
B[adger.,1,,
.M.D.xlviii.,1,,
Telaph.,1,,
Kyngstonum.,1,,
Dunstans.,1,,
T.C[otes].,1,,
another].,1,,
J.L[egat].,1,,
CI[C]DCXL.,1,,
Nicho.,1,,
M.D.LXXI.,1,,
D[omi]ni.,1,,
Junij.,1,,
Paine].,1,,
Garnich[i.e.,1,,
S[utton].,1,,
B[arrenger].,1,,
M.D.XXXI.,1,,
Iulio.,1,,
[J]L.,1,,
R.F[ield].,1,,
N.O[kes].,1,,
Sainte.,1,,
Iohnes.,1,,
w.S.,1,,
G.M[iller].,1,,
Harte.,1,,
VV.VV.,1,,
K.V.,1,,
Delph.,1,,
not.,1,,
Mic.,1,,
M[atthewes].,1,,
1553,1,,
Oxford].,1,,
G.B.R.N.,1,,
VV.I.,1,,
Ægid.,1,,
B[ecket].,1,,
Christiaens].,1,,
Mary.,1,,
imprss.,1,,
S[.,1,,
H[arperum].,1,,
Va.,1,,
Myddylton.,1,,
xxiii.,1,,
Nachabeus.,1,,
Guihel.,1,,
Jacobi.,1,,
maturinoru[m].,1,,
W[ilne].,1,,
Mathewes.,1,,
Suttonus.,1,,
R.R[obinson].,1,,
G[osson].,1,,
Gro.,1,,
lis.,1,,
Fletestrete.,1,,
M.v.C.xxiii.,1,,
scoloker.,1,,
prymer.,1,,
iurat.,1,,
London[iensis].,1,,
Purfoote.,1,,
Iacobe.,1,,
Lxvij.,1,,
Fabri.,1,,
xxvij.,1,,
barre.,1,,
S[ims].,1,,
I.D[awson].,1,,
scripsit.,1,,
Angloys.,1,,
Crosse].,1,,
M.CCCCC.XL.,1,,
Regu[m].,1,,
quinto.,1,,
normanum.,1,,
1572,1,,
Sox.,1,,
paruo.,1,,
anormalo[rum].,1,,
fletestrete.,1,,
B[eal?].,1,,
Playhouse.,1,,
[Bks.,1,,
Berthel[eti].,1,,
Edinburg.,1,,
calcog.,1,,
Joannem.,1,,
M.CCCCC.XXV.,1,,
retvr.,1,,
3].,1,,
B[owman].,1,,
septima.,1,,
Rychard.,1,,
Stationariorum.,1,,
exeter.,1,,
assignati.,1,,
Day?].,1,,
Bourn.,1,,
Sauoy-re[n]tes.,1,,
Loven.,1,,
1623,1,,
Cavvood.,1,,
impresspris.,1,,
Povveli.,1,,
I[hon].,1,,
.M.,1,,
M.D.lvij.,1,,
Ruremond].,1,,
kaetz.,1,,
Augusti.,1,,
i[m]pressu[m].,1,,
videl[icet].,1,,
(imp.,1,,
millesimu[m].,1,,
Septe[m]bris.,1,,
socioru[m].,1,,
M.D.lv.,1,,
Maynyal.,1,,
M.cccc.lxxxviii.,1,,
col.,1,,
1556,1,,
M.ccccc.xxx.,1,,
Preuost.,1,,
die.,1,,
Marie.,1,,
impresse.,1,,
cccccvj.,1,,
kal[enda].,1,,
ix.,1,,
quarto.,1,,
exaratum.,1,,
[imp.,1,,
Coplande.,1,,
M.CCCCC.xxii.,1,,
netherbow.,1,,
Eng.,1,,
E[dgar?].,1,,
Richardum.,1,,
Pynsonianis.,1,,
Decembris.,1,,
Þ.,1,,
B[annatyne?].,1,,
Allde].,1,,
Raban.,1,,
Batarorum.,1,,
.xx.,1,,
Sire.,1,,
seigneur.,1,,
1532,1,,
Octobre.,1,,
VV[hite].,1,,
H[olland].,1,,
G[ibbs].,1,,
Atfend.,1,,
Charlewoode.,1,,
Graftonvs.,1,,
M.D.LII.,1,,
execudebat.,1,,
Gavvodi.,1,,
Bil[i.e.,1,,
F.G[rove].,1,,
Churcharde.,1,,
H[aviland?].,1,,
Milbovrne.,1,,
tip.,1,,
[and.,1,,
[Engr.,1,,
.xxix.,1,,
.M.D.XLIII.,1,,
Earth.,1,,
Maiesties.,1,,
[L.,1,,
Sauoyre[n]ts.,1,,
V[autroullier].,1,,
Byble.,1,,
same.,1,,
.xij.,1,,
Ianuary.,1,,
Owsen.,1,,
1539,1,,
Zelande.,1,,
Wyllyam.,1,,
Aldersgate].,1,,
decenium.,1,,
saint.,1,,
xiii.,1,,
[[col.,1,,
assignatus.,1,,
Crafoorth.,1,,
Horne.,1,,
Maye.,1,,
Egle.,1,,
Lyon.,1,,
Staire.,1,,
Walley.,1,,
Omers.,1,,
doctoure.,1,,
esq.,1,,
Mathewes].,1,,
E[liz].,1,,
xxviii.,1,,
hatt.,1,,
Rome.,1,,
Romanorum.,1,,
Sonne.,1,,
C[otton].,1,,
authore.,1,,
Rycharde.,1,,
VV[indet].,1,,
G[ubbin].,1,,
aurei.,1,,
endouien[n].,1,,
Meredith.,1,,
Hardy.,1,,
Aipril.,1,,
VVolfe.,1,,
H[arrison].,1,,
feliciter.,1,,
castigatione.,1,,
B[eal].,1,,
Goose-...,1,,
ordeo.,1,,
Long-lane.,1,,
Rosemary-lane.,1,,
240,1,,
W[alford].,1,,
near-St.,1,,
libre.,1,,
J.Walker.,1,,
1657,1,,
Forster.,1,,
Northall.,1,,
venal.,1,,
Spital-Fields.,1,,
Portsmooth-Street.,1,,
Stairs.,1,,
Crooked-Lane.,1,,
Ashburner.,1,,
No.104.,1,,
Cross-Street.,1,,
Gate-Street.,1,,
Friedr.,1,,
Goldsmith.,1,,
Conant.,1,,
supplied..,1,,
Maisonneuve.,1,,
-T.,1,,
Hawl-Up.,1,,
1709/10.,1,,
Privilege.,1,,
Ellis.,1,,
Clare-Market.,1,,
Spalding.,1,,
Dowall.,1,,
Kingdoms.,1,,
Signs.,1,,
Pearsonianis.,1,,
Suisse.,1,,
Pearsoniana.,1,,
444,1,,
Sack.,1,,
Brighthelmstone.,1,,
painted.,1,,
Hibbert.,1,,
Corcoran.,1,,
Piazzas.,1,,
Beltenham.,1,,
Side.,1,,
June.,1,,
King's.,1,,
Flower-d...,1,,
Paulinum.,1,,
strand.,1,,
Claris.,1,,
Chappel.,1,,
Hibbart.,1,,
High-Quze-Gate.,1,,
Windmill-Street.,1,,
Nestenus.,1,,
lic.,1,,
Slatter.,1,,
Bacon.,1,,
Xliii.,1,,
Coventry.,1,,
Bloomsbury.,1,,
Tories.,1,,
mankind.,1,,
Awn.,1,,
Mallard.,1,,
M.DCC.X.,1,,
Cooney.,1,,
Bellew.,1,,
soc.,1,,
Trye.,1,,
Erben.,1,,
Pearch.,1,,
H's.,1,,
Carmarthen.,1,,
M.DCCXCI.,1,,
[Pubd.,1,,
E.Newbery.1800.,1,,
Dorset-street.,1,,
Dereham.,1,,
Bois.,1,,
kingdoms.,1,,
DOD.,1,,
Nicoli.,1,,
Halhead.,1,,
occidentali.,1,,
Goggin.,1,,
M.DCC.LXVI.,1,,
in...,1,,
Partem.,1,,
DCCXCII.,1,,
soldiers.,1,,
college.,1,,
p.r.,1,,
Walr.,1,,
Dunstan's-Church.,1,,
T.R.W.,1,,
Custom-House.,1,,
Essex-street.,1,,
Bigg.,1,,
Stonecutter-street.,1,,
Eton.,1,,
invt.,1,,
Mather.,1,,
Hales.,1,,
Suitably.,1,,
Potts.,1,,
Gun.,1,,
stationers-hall.,1,,
Noon.,1,,
francois.,1,,
Histories.,1,,
Original.,1,,
Tracts).,1,,
M.DCC.XL.III.,1,,
Cantabrigiae.,1,,
Christ-Church-Hospital-Gate.,1,,
Dyton.,1,,
M.DCCLXXXII.,1,,
Mears.,1,,
M.DCC.XXXIII.,1,,
Knaresbrough.,1,,
Treason.,1,,
pieces.,1,,
'Mons.,1,,
Ambr.,1,,
Mcdowall.,1,,
Briggate.,1,,
Norton-Falgate.,1,,
Gamidge.,1,,
O[nley?].,1,,
Cadell's.,1,,
sells.,1,,
Paper.,1,,
161,1,,
Sotherby.,1,,
LL.D.,1,,
Road..,1,,
Matthysz.,1,,
Lynn.,1,,
R.Cruttwell.,1,,
Eruditorum.,1,,
Const.,1,,
Pelt.,1,,
Letter.,1,,
sense.,1,,
Corn-Street.,1,,
Finch-Lane.,1,,
Convocation.,1,,
Bury-St.,1,,
Ledger.,1,,
ivn.,1,,
City.,1,,
Colonies.,1,,
Cornwall.,1,,
Irswich.,1,,
134,1,,
Green-Street.,1,,
Ham.,1,,
MDCCXLII.,1,,
Princes-Street.,1,,
Boswell.,1,,
&Co.,1,,
Hague.,1,,
1168,1,,
Collier.,1,,
Charl.,1,,
Richardsons.,1,,
MDCLXVII.,1,,
Aris.,1,,
