"","x"
"13076","printed for the author; and sold at her house"
"13077","printed for the author; and sold at her house in Craig's-Court, Charing-Cross"
"13078","printed by James Watson. Sold at his shop"
"13079","printed by James Watson. Sold at his shop"
"13080","printed by William Gray, and sold at his house at Magdalen's Chappel, within the Cowgate-Head"
"13081","printed by James Watson, and sold at his shop, next Door to the Red-Lyon, opposite to the Lucken-Booths"
"13082","printed by William Duncan Sen. and sold at his shop"
"13083","Printed by James Watson, one of Her Majesty's printers sold at his Shop next door to the Red-Lyon, opposite to the Lucken-Bootbs"
"13084","printed by James Watson. Sold at his shop"
"13085","Printed by James Watson, one of Her Majesty's printers. Sold at his Shop next door to the Red-Lyon, opposite to the Lucken-Booths"
"13086","printed by E. James, for the Company of Stationers. 1752. And are to be Sold at Stationers-Hall, near Ludgate, and by most Booksellers"
"13087","printed by J. R. for the Company of Stationers, MDCCIII. And are to be Sold at Stationer's-Hall, near Ludgate, and by most Booksellers"
"13088","Printed by A. Wilde, for the Company of Stationers. MDCCLXII. And are to be sold at Stationers-Hall, near Ludgate, and by most booksellers"
"13089","printed by R. and M. Brown, for the Company of Stationers,. MDCCLXXI. And are to be Sold at Stationers-Hall, near Ludgate, and by most Booksellers"
"13090","printed by Richard Hett, for the Company of Stationers. M.DCC.LXXIII. And are to be Sold at Stationers-Hall, near Ludgate Street, and by most Booksellers"
"13091","printed by E. Janeway, for the Company of Stationers. 1724. And are to be Sold at Stationers-Hall near Ludgate, and by most Booksellers"
"13092","printed by Richard Hett, for the Company of Stationers. M.DCC.LXXXII. And are to be Sold at Stationers-Hall, near Ludgate Street, and by most Booksellers"
"13093","printed for the Company of Stationers, 1706. And are to be Sold at Stationer's-Hall, near Ludgate, and by most Booksellers"
"13094","Printed by John March, for the Company of Stationers, and sold at Stationers Hall, near Ludgate-Street, and by most booksellers"
"13095","printed by W. Burton, for the Company of Stationers. 1727. and are to be sold at Stationer's-Hall, near Ludgate, and by most booksellers"
"13096","printed for the Company of Stationers, and sold at Stationers Hall"
"13097","Printed by Richard Hett, for the Company of Stationers. M.DCC.LXXVI. And are to be sold at Stationers-Hall, near Ludgate Street, and by most booksellers"
"13098","printed by E. James, for the Company of Stationers, 1747. And are to be Sold at Stationers-Hall, near Ludgate, and by most Booksellers"
"13099","printed by H. S. Woodfall, for the Company of Stationers. M.DCC.LXXV. And are to be sold at Stationers-Hall, near Ludgate-Street, and by most booksellers"
"13100","Printed at the Clarendon Press, by W. Jackson and W. Dawson, printers to the University and sold at the Oxford Bible Warehouse, Paternoster-Row, London"
"13101","Printed by Colin Macfarquhar. Sold at his printing-office, and by the booksellers in town and country"
"13102","printed by J. Ferraby. Sold at Providence Chapel, by W. Mowatt, in the Market-Place, and E. Stemitt, in the Butchery"
"13103","printed by A. Paris, and sold at the vestry of Camden Chapel"
"13104","printed by Robert Hawes, the Corner of Dorset-Street, Crispin-Street, Spitalfields. And sold at the foundry, Moorfields"
"13105","printed: and sold at the Cheshire Cheese in Wine-Office-Court, Fleetstreet"
"13106","sold at the Chapel, and at the editor's, next door"
"13107","printed for George Copperthwaite, Bookseller, and sold at his Shop in Leedes; by T. Wilson, and C. Etherington, in York; sold also by Mr. B. Dod, Bookseller in Ave-Mary-Lane, London"
"13108","printed for P. Boyle, and sold at his general agency-office, No. 107, Wardour-Street, Soho; and by all the principal booksellers"
"13109","printed for the proprietors of the European magazine; and sold at their warehouse, No. 32, Cornhill; and by the principal booksellers in Great-Britain and Ireland"
"13110","printed by Mr. Robert Freebairn, and sold at his shop in the Parliament-Closs"
"13111","printed by H. Inglis, and sold at his printing-office, Westport"
"13112","printed by Corn. Crownfield, MDCCXXVI. And sold at London, by J. Wyat, in St. Paul's Church - Yard; T. Edlin, in the Strand; and T. Cox, in Cornhill"
"13113","sold at E. Sumpter's, Bookseller, three Doors from Shoe-Lane, Fleet-Street; at Harvest's print shop, Heming's-Row, St. Martin's-Lane; and at Edinborough and Dublin"
"13114","Sold at Mr. Sumpter's bookseller in Fleet-Street, and Mr. Harvest, printseller in Heming's-Row St. Martin's Lane"
"13115","Printed: and sold at Mr Osborne's at the Civet Cat upon Snow-Hill"
"13116","Printed and sold at No.4, Aldermary Church yard, Bow Lane, London"
"13117","printed by Robert Fleming and Company, and sold at the shops of J. Maceuen, J. Davidson, W. Brown, J. Paton, and G. Hamilton, and several other booksellers"
"13118","printed at the Clarendon press, by W. Jackson and W. Dawson, Printers to the University; and sold at the Oxford Bible Warehouse, Pater-Noster Row, London"
"13119","printed at the Clarendon Press, by W. Jackson and W. Dawson. Sold at the Bible Warehouse, London"
"13120","printed at the Clarendon Press, by W. Jackson and W. Dawson. Sold at the Bible Warehouse, London"
"13121","printed at the Clarendon Press, by W. Jackson and A. Hamilton: and sold at the Oxford Bible Warehouse, London"
"13122","printed for David Duncan, and sold at his house near the Foot of the West Bow, and by several booksellers in town"
"13123","printed by T. Burton and Co. Gate-Street, Lincoln's-Inn Fields; sold at Mr. De Poggi's Exhibition room, No. 91, New Bond-Street; Mr. W. Faden, Corner of St. Martin's-Lane, Charing-Cross; Mr. T. Egerton, Opposite the Admiralty, and Mr. J. Sewell, Cornhill"
"13124","published by S.G.: and sold at the Green-Dragon in St. Paul's Church-Yard; and other booksellers"
"13125","printed for and published by the Rev. J. Trusler, and sold at the Literary-Press, and by all booksellers. London May, 1"
"13126","printed for Thomas Harris at Aldersgate, C. Corbett in Fleet-Street, and sold at all the Booksellers and Pamphlet-Shops in Town and Country, and by the Hawkers who carry the News"
"13127","printed for W. Skirving, and sold at his house, opposite the foot of Old Assembly-Close, Cowgate; by J. Robertson, No. 4, Horse-Wynd; W. Berry, No. 39, South Bridge; R. Galloway, Glasgow; E. Leslie, Dundee; G. Mcfarlane, Perth; J. Ridgeway, H. D. Symonds, and Marson & Ramsey, London"
"13128","sold at Elizabeth Brooke's printing office, No 11, in Little Eastcheap, near the Monument"
"13129","printed for the author, by Simmons and Kirkby; sold at the King's Arms Printing-Office, Canterbury; and by W. Griffin, Bookseller, in Catharine-Street in the Strand"
"13130","printed by John White, and sold at his house on the Side, and at Mr. Randel's, bookseller at the Bridge-End; and at Mr. Freeman's, bookseller in Durham"
"13131","printed by W. Faden, for the Charity. And sold at the Hospital, St. George's-Fields"
"13132","printed for P. Monger, and sold at the pamphlet-shops"
"13133","In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edward Sayer, Esq;) for Tho. Corbett at Addison's Head without Temple-Bar; and sold at the bookseller's shop at the corner of Searle-Street, Lincolns-Inn-Fields"
"13134","printed for the author; and sold at his house, No. 3, Street's-Buildings, Upper Mount-Street, Grosvenor-Square; and by his appointment, by Mr. Ridgeway, opposite Sackville-Street, Piccadilly"
"13135","printed and sold at the Bible in George-Yard, Lombard-Street"
"13136","printed for John Cooper in Fleet street, and sold at the Royal Exchange, Temple Bar, Charing Cross, St. James's and Bondstreet"
"13137","printed for Alexander Donaldson, and sold at his shop (no. 48.) St. Paul's Church-Yard, London"
"13138","printed and sold at the New-Chapel, City-Road; and at the Rev. J. Wesley's Preaching-Houses in town and country"
"13139","printed by Henry Teape. Sold at the Chapel, Jewry-Street; and at No.9, Great Prescot-Street"
"13140","printed for J. Robinson, next the Bedford-Tavern in Tavistock-Street, Covent-Garden; and sold at the Pamphlet-Shops at the Royal - Exchange, Temple-Bar, and Charing-Cross"
"13141","printed at the Clarendon Press, by W. Jackson and W. Dawson: and sold at the Oxford Bible Warehouse, London"
"13142","printed at the Clarendon Press, by W. Jackson and W. Dawson: and sold at the Oxford Bible Warehouse, London"
"13143","printed at the Clarendon Press, by W. Jackson and W. Dawson: and sold at the Oxford Bible Warehouse, London"
"13144","printed at the Clarendon Press, by Dawson, Bensley, and Cooke, Printers to the University: and sold at the Oxford Bible Warehouse, in Paternoster Row, London"
"13145","printed at the Clarendon Press, by W. Jackson and W. Dawson; and sold at the Oxford Bible Warehouse, London"
"13146","printed at the Clarendon Press, by W. Jackson and W. Dawson: and sold at the Oxford Bible Warehouse, London"
"13147","printed at the Clarendon Press, by William Jackson and WIlliam Dawson: and sold at the Oxford Bible Warehouse, London"
"13148","printed by J. Chalmers, 81, Old-Street. Sold at Ebenezer Chapel, Virginia-Street, Ratcliff-Highway"
"13149","printed by William Duncan, and sold at his shop in the Saltmercat, in Gibson's Land"
"13150","printed for E. Say, in Ave-Mary-Lane; and sold at the pamphlet-shops at the Royal-Exchange, Temple-Bar, and Charing-Cross"
"13151","printed by James Donaldson, for the author, and sold at his house; and by Alexander Donaldson, at his Shop, (no. 48.) St. Paul's Church-Yard; London, and at Edinburgh; and by all the booksellers in town and country"
"13152","Printed in the year M.DCC.XLIV. and sold at the pamphlet-shops in London and Westminster"
"13153","printed for J. Perry, in Fleet-Street; and sold at the pamphlet-shops in London and Westminster"
"13154","printed for David Duncan, and sold at his house near the Foot of the West-Bow, and sold by William Johnston in Newlandsborland, and James Hastie merchant in Dunsire"
"13155","printed by Robert Brown, and are to be sold at Mr. John Macky's shop in the Parliament Closs"
"13156","printed for the proprietor, and sold at no.198, Fleet-Street, near Temple-Bar; Axtell, Royal Exchange, and J. Cattermoul, No. 136, Oxford-Street; and may be had of all the Booksellers in Town and Country"
"13157","printed for the author, and sold at the Meeting in Great Eastcheap, Cannon-Street"
"13158","printed for B. Griffin, and Sam. Keble, and are to be sold at the Turks-Head in Fleetstreet"
"13159","printed for C. Griffin, and Sam. and Will. Keble, and are to be sold at the Turk's-Head in Fleetstreet"
"13160","printed by T. Lumisden and J. Robertson, and sold at their printing-house in the Fish-Market"
"13161","printed by John Moncur, and sold at his printing-house on the North-Side of the Street opposite to the head of Fosters-Wynd, at the Sign of the Scots Arms"
"13162","printed by the assigns of Richard and Edward Atkins Esqs; for John Walthoe, and are to be Sold at his Shop in Vine-Court, Middle-Temple"
"13163","printed by the assigns of Rich. and Edw. Atkyns Esquires, for John Walthoe, and are to be sold at his shop in the Middle-Temple-Cloysters"
"13164","printed for M. Cooper, at the Globe in Pater-Noster-Row; and sold at the pamphlet-shops of London, and Westminster"
"13165","printed for A. Moore, near St. Paul's, and sold at the pamphlet-shops of London and Westminster"
"13166","published as the act directs, August 29, 1793, by John Wallis, No. 16, Ludgate-Street; and sold at all the Toy-Shops"
"13167","printed by Thomas Lumisden and John Robertson, and sold at their Printing-House in the Fish-Market"
"13168","printed for Archibald Constable; and sold at London by T. N. Longman"
"13169","printed by W. Godbid, for Gabriel Bedel, and Thomas Collins; and are to be sold at their shop at the Middle Temple Gate, neer Temple Bar. M.DC.LXI. Re-Printed for B. White, at Horace's Head, in Fleet-Street"
"13170","Sold at No. 55, Fleet-Street, and to be had of all the news-carriers in town and country"
"13171","printed and sold at the Logographic-Press, Printing-House Square, Blackfriars; also sold by J. Owen, No. 168, Piccadilly; and T. Longman, Pater-Noster-Row"
"13172","printed by A. Paris, Rolls'-Buildings, Fitter-Lane. And sold at Surry Chapel; also by T. Williams, Stationer's-Court; T. Chapman, Fleet Street; J. Matthews, Strand; Ogle, Great Turnstile; T. Dickie, Bow Lane, Ogle and Guthrie, Edinburgh; and Ogle, Glasgow"
"13173","printed by J. R. for James Wardlaw, and Sold at his Shop opposite to the Lucken-Booths"
"13174","Printed by W. Justins, No. 35, Shoemaker-Row, Blackfriars, for the author. Sold at the printer's, and at the author's, (Mrs. Barrell) No. 16, in No 4, King's Bench"
"13175","printed by Samuel Willison and Company, and sold at their printing-house in Craig's Close, and by the booksellers of Edinburgh, Glasgow, Aberdeen, Dundee, Perth and Stirling"
"13176","printed by A. Paris, Rolls'-Buildings, Fetter-Lane. And sold at Surry Chapel; also by T. Williams, Stationer's court; T. Chapman, Fleet Street; Ogle, Great Turnstile; T. Dickie, Bow Lane, Ogle and Guthrie, Edinburgh; and Ogle Glasgow"
"13177","printed by T. Gillet, Crown Court, Fleet Street; and sold at Surry Chapel: also by T. Chapman, Fleet Street; J. Matthews, Strand; Mr. Ogle, Gray's-Inn-Lane; Mr. Piner, near Tottenham-Court Chapel; and Mr. Wilkinson, near the Tabernacle; Mr. Ogle and Mr. Guthrie, Edinburgh; and Mr. Ogle, Glasgow"
"13178","printed for the author; and sold at the booksellers and pamphlet shops of London and Westminster"
"13179","printed by William Auld, and Company; and sold at their printing-house, Morocco's Close, Lawn Market"
"13180","sold at the Chapel, in the New Way, Westminster; and by J. Matthews, Strand"
"13181","Printed and sold at St. John's Gate; by A. Dodd, without Temple Bar; J. Stag and J. Fox, in Westminster-Hall; E. Nutt and Mrs. Cook"
"13182","printed: and sold at his chapel, Prince's-Street, Upper-Moorfield"
"13183","printed by W. Strahan, for J. Roberts; and sold at the pamphlet-shops"
"13184","printed for Alexander Donaldson; and sold at his shop, No. 48, East Corner of St. Paul's Church-Yard, London; and at Edinburgh"
"13185","printed by James Duncan Printer to the City, and are sold at his shop, near Gibson's-Wynd, in the Salt-Market Street"
"13186","printed for the authar [sic], & sold at his house"
"13187","printed for the author, and are to be sold at his office at Garaway's Coffee-House"
"13188","printed for the author, and are to be sold at his office at Mr. Dawson's a stationer, next Door to the General Post-Office in Lombard street"
"13189","Printed for the author, and are to be sold at his office at Mr. Dawson's a Stationer, next door to the general Post-Office in Lombard-street"
"13190","printed for Edward Jackson, and are to be sold at his office at Mr. Dawson's, a Stationer, next Door to the General Post-Office in Lombard street"
"13191","printed for Edward Jackson, and are to be sold at his office at Mr. Dawson's a stationer, next Door to the General Post-Office in Lombard-Street"
"13192","printed by Joseph Ray, and are to be sold at his shop in Skinner-Row, over against the Tholsel"
"13193","printed by Binns and Brown, for the editor, and sold at his house, in St. Peter's-Square"
"13194","printed by Robert Hindmarsh. Sold at the chapel vestry, and at no.20, Upper-Thornhaugh-Street"
"13195","printed by Henry Cock; and sold at the Lock-Hospital, near Hyde-Park-Corner"
"13196","printed by Henry Cock; and sold at the Lock-Hospital, near Hyde-Park-Corner"
"13197","printed by Henry Cock; and sold at the Lock-Hospital, near Hyde-Park-Corner"
"13198","printed by Henry Cock; and sold at the Lock-Hospital, near Hyde-Park-Corner"
"13199","printed by Henry Cock; and sold at the Lock-Hospital, near Hyde-Park-Corner"
"13200","printed by Henry Cock; and sold at the Lock-Hospital, near Hyde-Park-Corner"
"13201","printed by Henry Cock; and sold at the Lock-Hospital, near Hyde-Park-Corner"
"13202","printed by Henry Cock; and sold at the Lock-Hospital, near Hyde-Park-Corner"
"13203","printed by Henry Cock; and sold at the Lock-Hospital"
"13204","printed by Henry Cock; and sold at the Lock-Hospital, near Hyde-Park-Corner"
"13205","printed for E. Cave, at St John's Gate, and sold at the Pamphlet Shops"
"13206","printed by H. Trapp, Son-in-Law, and Successor to M. Lewis, in Paternoster-Row; and sold at Mr. Thwaite's chapel in White-Street, Borough, Southwark"
"13207","printed for the editor, and sold at no.54, Drury-Lane"
"13208","printed for the editor, and sold at no.62, Great Wild-Street, near Lincoln's-Inn-Fields; by Mess. Egerton, Whitehall; Mess. Cox and Phillipson James-Street, Covent-Garden; R. Ryan, No. 351, Oxford-Street; H. D. Symonds, No. 20. Pater-Noster-Row; and W. Richardson, under the Royal-Exchange"
"13209","reprinted for the editor, and sold at no.62, Great Wild-Street, near Lincoln's-Inn-Fields; by Mess. Egerton, Whitehall; Mess. Cox and Phillipson, James-Street, Covent-Garden; R. Ryan, No. 351, Oxford-Street; H. D. Symonds, No. 20, Pater-Noster-Row; and W. Richardson, under the Royal-Exchange"
"13210","printed for the editor, and sold at no. 62, Great Wild-Street, near Lincoln's-Inn-Fields; by Mess. Egerton, Whitehall; Mess. Cox and Phillipson, James-Street Covent-Garden; R. Ryan, No. 351, Oxford-Street; H.D. Symonds, No. 20. Pater-Noster-Row; and W. Richardson, under the Royal-Exchange"
"13211","printed by Hamilton, Balfour, & Neill, for John Wood, And sold at his Shop, at Milton's Head, West End of the New Exchange, and by the Booksellers in Town and Country"
"13212","printed; and sold at the Lock-Hospital, near Hide-Park-Corner"
"13213","printed by J. Eddowes: and sold at the Foundery, and by J. Buckland, in Pater-Noster-Row, London"
"13214","printed by D. Bridge, for Sam. Proctor, broker, and sold at Mr. Symons's, Bookseller, the Corner of Popes-Head-Alley, Cornhill"
"13215","printed by A. Donaldson and J. Reid. For Alexander Donaldson, and sold at his shops in London and Edinburgh"
"13216","printed for M. Cooper, in Pater-Noster-Row; B. Dodd, opposite St. Clement's Church in the Strand; and sold at all pamphlet shops, the Royal Exchange and Westminster"
"13217","printed for Ch. Alexander, and sold at his House in Geddes's Close; where Subscribers may call for their Copies"
"13218","Printed for George Hicks and Co. and sold at No. 11, St. James's Street, corner of the Thatched House Tavern. No. 30, Fleet Street; and No. 67. High Holborn. No. 6, Cockspur Street, Charing Cross, corner of Suffolk Street; and No. 5, Bridges Street, opposite Drury Lane Theatre"
"13219","Printed by W. Rayner, and sold at the Pamphlet-Shop next door to the George Tavern, Charing-Cross"
"13220","printed for Lauchlan Hunter Bookseller, to be sold at his Shop; by Mark Spence at Musselburgh; and by David Randy bookseller in Haddington"
"13221","printed by J. Whalley, and are to be sold at his house, and by Mat. Gunne"
"13222","printed by J. Whalley, and are to be sold at his house in St. Nicholas-Street; and by Mat. Gunne, Bookseller, in Essex-Street"
"13223","Sold at the pamphlet shops at the Royal-Exchange, Temple-Bar, and Charing-Cross"
"13224","printed by Joseph Bell, and sold at the Printing-House in Craig's Closs, North Side of the Street, opposite to the Cross, and in the booksellers shops in town; also sold by Patrick Bell at his Lodgings in Perth, and by David Bell at his House in Lednock in the parish of Methuen"
"13225","printed for Thomas Robins in Fleetstreet, and sold at the Royal Exchange, St. James's, Bond-Street, and Charing-Cross"
"13226","printed by William Gray, and sold at his house, at Magdalene's Chappel, within the Cowgate-Head; by John Barrie Booksellers Glasgow, and the booksellers in Edinburgh and Perth"
"13227","printed by William Smith; sold at his shop"
"13228","printed for the author by J. Thompson, and sold at the Rev. Mr. Wesley's preaching-houses in town and country"
"13229","printed for M. Yardley, No. 2, New-Inn-Passage; sold at No.66, Drury-Lane, and may be had of all the booksellers in London. Entered at Stationers Hall"
"13230","printed for J. Jrons [sic], and sold at the pamphlet-shops of London and Westminster"
"13231","printed by J. W. Pasham; and sold at Tottenham-Court Chapel; the Tabernacle in Moorfields; the Countess of Huntingdon's Chapel, Westminster; the Mulberry-Gardens, Wapping; Ram's Chapel, Hackney; at the other chapels in the same connection, both in town and country and at J. Mathew's"
"13232","printed by P. Matthie, sold at his printing-house opposite to the Tolbooth, North-Side of the Street, and by most Booksellers in Town"
"13233","printed by George Prince, in Scale-Lane, and sold at the New Chapel, City Road, London and at the Reverend Mr. Wesley's preaching houses in Town and Country"
"13234","printed by George Prince, and sold at the New Chapel, City Road, London, and at the Rev. Mr. Wesley's preaching houses in Town and Country"
"13235","printed by George Prince, in Scale-Lane, and sold at the New Chapel, City Road, London"
"13236","printed by John Bryce, and sold at his shop, opposite to the New Church, Salt-Market"
"13237","printed, and sold at J. Harrison's at the Royal Exchange; G. Mortlock at the Phoenix in St. Paul's Church-Yard; R. Willoughby in Flower-de-Luce-Court in Fleet-Street; D. Brown's at the Black Swan without Temple-Bar; and at R. Standfast's in Westminster-Hall"
"13238","printed for J. Whitaker, Mitre Court, Fleet Street; and sold at all the pamphlet shops at the Royal Exchange"
"13239","printed; and sold at the pamphlet shops of the Royal-Exchange, Temple Bar, and Charing Cross"
"13240","printed by T. Gardner, and sold at his printing-office at Cowley's-Head, opposite Clement's-Church in the Strand; and by all booksellers in Great Britain and Ireland"
"13241","printed by M. Lewis, in Paternoster-Row; and sold at the Meeting in Little Ayliffe-Street, Goodman's-Fields"
"13242","Hilton, printer, No. 8, Wellclose-Square. Sold at the Meeting-House in Well-Street, near Wellclose-Square"
"13243","printed for the author, by S. Richardson; and sold at his house in Orange-Street near Leicester Fields, and at the Sign of Erasmus's Head, in the Strand"
"13244","printed by Thomas Lumisden and John Robertson, and sold at their Printing-House in the Fish-Market"
"13245","printed by John Charrurier, and sold at Bethesda, Dorset-Street"
"13246","printed by John Mosman and William Brown, for John Paton Bookseller and are to be sold at his Shop in the Parliament-Closs"
"13247","Sold at the printing offee in Aldermary Church-yard"
"13248","Sold at the printing office Aldermary Church-yard"
"13249","printed and sold at the printing-office in Bow-Church-yard, London"
"13250","printed and sold at the printing-office in Aldermary Church-yard, Bow-Lane London"
"13251","printed and sold at the printing office in Bow-Church-yard, London"
"13252","printed and sold at Cirencester"
"13253","printed for F. Stamper, in Pope's-Head Alley, Cornhill; and sold at the Royal Exchange, St. Paul's, Temple-Bar, Charing-Cross; and by H. Constapel, in Conduit-Street, Hanover-Square"
"13254","printed for A. Kincaid & W. Creech. Sold at London, by T. Cadell, and E. & C. Dilly"
"13255","printed by John White, and Sold at the Star in Stone-Gate"
"13256","printed by James Watson, His Majesty's Printer. Sold at his shop next Door to the Red Lyon opposite to the Luckenbooths"
"13257","printed for Arthur Armstrong bookseller in Keslo, and sold at his shop there"
"13258","printed by Thomas Lumisden and Company, and sold at their printing-house in the Fish-Market Close and by the Booksellers in Town"
"13259","printed by J. Pilborough, for the author, and sold at his house; also, by Mr. Joseph Hedge, barber; Mr. Nichols, barber, Witham; and Mr. Livermore, Braintree"
"13260","printed by J. Pilborough, at the Sign of the Printing-Press, over-against the Three Cups, for the author, and sold at his house; also by Mr. Joseph Hedge, barber, in Queen-Street, Colchester; Mr. Nichols, barber, at Witham; and Mr. Livermore, at Braintree"
"13261","printed by William Gray, and sold at his house, at Magdalen's chapel, Cowgate-Head; and by W. Smith in Edinburgh; J. Beugo in Dunfermline; A. Norry in Perth; J. Jaffrey in Stirling; Bailie Cadel in Haddington; J. Paton in Kilmarnock; T. Caverlull in Jedburgh; G Paton in Linlithgow; and W. Johnston in Linton"
"13262","printed for J. Fuller, and sold at all the pamphlet shops in London and Westminster"
"13263","printed for the proprietors of the European Magazine; and sold at their warehouse; by J. Downes; and by the principal booksellers in Great-Britain and Ireland"
"13264","printed for the proprietors of the European Magazine; and sold at their warehouse, No. 32, Cornhill; and by the principal booksellers in Great-Britain and Ireland. M,DCC,XCII. (where may be also had, Part the First"
"13265","Printed for the proprietors of the European Magazine; and sold at their Warehouse, No. 32, Cornhill; and by the principal booksellers in Great-Britain and Ireland"
"13266","printed for A. Dodd, and sold at the pamphlet shops of London and Westminster"
"13267","printed for Mr. John Brown, and to be sold at his house"
"13268","printed by John White, and are sold at his house over against the Jevel-Groop in the Close"
"13269","reprinted for David Duncan, and sold at his House near the Foot of the West-Bow"
"13270","printed for the author, and sold at his House, in St. Martin's Lane; also by T. Becket and P.A. de Hondt, in the Strand"
"13271","printed and sold by William Adams, at his Printing-House on the North-Side of the Street, opposite to the General Post-Office; where also, several Books and Pamphlets fit for Chap-Men, are to be Sold at reasonable Rates"
"13272","printed for Tho. Green, over-against Sir John Falstaff's Head, Charing-Cross; and sold at the pamphlet-shops of London and Westminster"
"13273","printed for J. Cooper, without Temple-Bar; and sold at the pamphlet-shops of London and Westminster"
"13274","printed for C. Henderson, at the Royal Exchange, and sold at the booksellers and pamphlet shops of London and Westminster"
"13275","printed and sold at the Printing Office, at New-Street End, Leeds"
"13276","printed for J. Blunt, and Sold at the Pamphlet-Shops of London and Westminster"
"13277","printed for the author, and sold at Mr. Bingley's; and all the booksellers in London and Westminster"
"13278","printed for C. Henderson, under the Royal Exchange, and sold at the pamphlet shops"
"13279","printed at the request of the managers; and sold at Mr. Peyton's, stationer"
"13280","printed by J. Crook; and sold at the pamphlet-shops in London, Westminster, and St. James's"
"13281","re-printed and sold at the Bible in George-Yard, Lombard-Street"
"13282","printed by T. Robson, and sold at his shop, Head of the Groat Market, for the Committee of the Protestant Association in Newcastle"
"13283","printed for William Gray; Sold at his Shop, East wing of New Exchange"
"13284","Printed for the author, and sold at the Juvenile Library, No.259, Oxford-Street"
"13285","printed at the Theatre for the author, and are to be sold at his house; and by Mr. Doe, and Mr. Burrows"
"13286","printed by T. Lumisden and J. Roberson, and sold at their Printing-House in the Fish-Market"
"13287","printed for Gavin Hamilton, and sold at his Shop"
"13288","printed by George Mosman, and are to be sold at his shop in the Parliament-Closs"
"13289","printed by George Mosman, And are to be sold at his Shop in the Parliament-Closs"
"13290","printed by Mr. James Davidson and Company, and sold at the said Mr. Davidson's shop"
"13291","printed by Mr. James Davidson and Robert Fleming Printers to the Church of Scotland, and sold at the said Mr. Davidson's shop"
"13292","printed by Mr. James Davidson and Company, and sold at the said Mr. Davidson's shop"
"13293","printed by Mr. James Davidson and Company, and sold at the said Mr. Davidson's shop"
"13294","printed for Alexander Donaldson. Sold at his shop, No. 48, St. Paul's Church-Yard, London; and at Edinburgh"
"13295","printed for Richard Single-Ten in Fleet-Street; and sold at the Royal Exchange, Temple-Bar, Charing Cross, S. James's, and Bond-Street"
"13296","printed by William Smith, for Archibald Coubrough, Bookseller; and Sold at his Shop, above the Cross"
"13297","printed for the author, and sold at his shop in Cow-Cross, near Peter-Street"
"13298","printed and sold at the New-Chapel, City-Road; and at the Rev. Mr. Wesley's preaching-houses in town and country"
"13299","printed for G. Whitfield, City-Road; and sold at the Methodist Preaching-Houses in town and country"
"13300","printed by Thomas Lumisden and company; sold at their printing. house in the Fishmarket"
"13301","printed for the author by Henry Reynell, (no. 21,) Piccadilly, and sold at Mr. Molini's, (no. 4,) Woodstock-Street, Mr. Bew's, Pater-Noster-Row, and Mr. Bremner's, opposite Exeter-'change, in the Strand"
"13302","printed by Mr. Robert Freebairn, and sold at his shop"
"13303","printed by P. Matthie, sold at his printing-house opposite to the Tolbooth, North-Side of the Street, and by most booksellers in town"
"13304","printed by John Bryce, and sold at his shop in the Salt-Market"
"13305","printed for E. Withers, in Fleetstreet, and sold at all the pamphlet shops"
"13306","printed: and are to be sold at Mr. James Davidson and John Paton"
"13307","Printed by J. Mennons, and sold at his shoP, Exchange"
"13308","Printed and sold at Laidler's Office, Princes-Street, Leicester-Fields; Richardson and Urquhart, Royal-Exchange; J. Bew, Paternoster-Row; and Mrs. Folingsby, Temple-Bar"
"13309","printed by M. Lewis, in Paternoster-Row; and sold at Mr. Skelton's meeting-house, in Maid-Lane, Southwark; and at the White Chapel in Leeds"
"13310","printed and sold at the Printing-Office in the High-Street"
"13311","re-printed by James Watson, and sold at his shop, next Door to the Red-Lyon, opposite to the Lucken-Booths"
"13312","printed by Samuel Fairbrother, Bookseller, and are to be Sold at his Shop in Skinner-Row, over-against the Tholsel"
"13313","printed by T. Gardner, and sold at his printing-office, at Cowley's-Head, opposite St. Clement's-Church in the Strand"
"13314","printed by T.W. and T. Ruddimans for G. Hamilton and J. Balfour, and sold at their shop"
"13315","printed by John Gray. Sold at his Printing-House in Jackson's Close"
"13316","printed by and for John Gray. Sold at his Printing-House in Jackson's Close"
"13317","Printed and sold at No.4, Aldermary Church Yard"
"13318","printed by T. Warren; and sold at London by A. Bettesworth, and C. Hitch, in Pater-Noster Row; R. Ford, and R. Hett, in the Poultry"
"13319","printed by Henry Cock; and sold at the Foundery, Upper-Moor-Fields"
"13320","printed by W. Bulmer and Co. and sold at the apartments of the Society; and by Messrs. White, Robson, Nicol, Leigh and Sotheby, Brown, and Egerton"
"13321","printed by Mr. James Mceuen and Company, and sold at his shop a little below the Cross"
"13322","Printed and sold at no. 29, Anglesea-Street. September 2"
"13323","Printed for the author, and sold at No 62, Old Bailey, and at the Ship Coffee House, Ship Passage, Leaden Hall Market; opposite the Cross Keys, Gracechurch Street"
"13324","printed by T. Gardner; and sold at his printing-office, opposite St. Clement's-Church, in the Strand"
"13325","printed by Felix Farley, in Castle-Green, and sold at the New School in the Horse-Fair: Also at the Foundery, near Upper-Moor-Fields, by T. Trye, at Gray's-Inn-Gate, and T. Butler near Bow-Church, London: Likewise by R. Akenhead, on Tyne-Bridge, Newcastle"
