"publisher_orig_data","verb","target_string","person","person_type","place","place_prefix","actor_type"
"printed for the proprietor by William Burton, 82, Fetter Lane",NA,"the proprietor by William Burton, 82, Fetter Lane",NA,NA,NA,NA,NA
"printed for W. Clarke and Son, Portugal-Street, Lincoln's-Inn","printed for","W. Clarke and Son, Portugal-Street, Lincoln's-Inn","W. Clarke","person",NA,NA,"print"
"printed for W. Clarke and Son, Portugal-Street, Lincoln's-Inn","printed for","W. Clarke and Son, Portugal-Street, Lincoln's-Inn","Son","unknown",NA,NA,"print"
"printed for W. Clarke and Son, Portugal-Street, Lincoln's-Inn","printed for","W. Clarke and Son, Portugal-Street, Lincoln's-Inn","Portugal-Street","unknown",NA,NA,"print"
"printed for W. Clarke and Son, Portugal-Street, Lincoln's-Inn","printed for","W. Clarke and Son, Portugal-Street, Lincoln's-Inn","Lincoln's-Inn","unknown",NA,NA,"print"
"printed for Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","printed for","Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","Messrs.","person",NA,NA,"print"
"printed for Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","printed for","Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","E. Lynch","person",NA,NA,"print"
"printed for Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","printed for","Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","P. Wogan","person",NA,NA,"print"
"printed for Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","printed for","Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","P. Byrne","person",NA,NA,"print"
"printed for Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","printed for","Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","J. Moore","person",NA,NA,"print"
"printed for Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","printed for","Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","W. Jones","person",NA,NA,"print"
"printed for Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","printed for","Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","J. Rice","person",NA,NA,"print"
"printed for Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","printed for","Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, J. Rice, and H. Watts","H. Watts","unknown",NA,NA,"print"
"apud Balfour et Smellie, Academiae Typographos",NA,"apud Balfour et Smellie, Academiae Typographos",NA,NA,NA,NA,NA
"printed for G. Nicol, Pall-Mall; and E. and R. Brooke, Bell-Yard, Temple-Bar","printed for","G. Nicol, Pall-Mall; and E. and R. Brooke, Bell-Yard, Temple-Bar","G. Nicol","person","Pall-Mall",NA,"print"
"printed for John Clark, at the Bible and Crown in the Poultry, near Cheapside","printed for","John Clark, at the Bible and Crown in the Poultry, near Cheapside","John Clark","person","Bible and Crown in the Poultry , near Cheapside","at the","print"
"printed by S. Chandler, and sold by J. Wade; M. Kingman; and D. Mercier","printed by","S. Chandler, and","S. Chandler","person",NA,NA,"print"
"printed by S. Chandler, and sold by J. Wade; M. Kingman; and D. Mercier","sold by","J. Wade; M. Kingman; and D. Mercier","J. Wade","person",NA,NA,"sell"
"printed by S. Chandler, and sold by J. Wade; M. Kingman; and D. Mercier","sold by","J. Wade; M. Kingman; and D. Mercier","M. Kingman","person",NA,NA,"sell"
"printed by S. Chandler, and sold by J. Wade; M. Kingman; and D. Mercier","sold by","J. Wade; M. Kingman; and D. Mercier","D. Mercier","unknown",NA,NA,"sell"
"sold by John Morphew, near Stationers-Hall","sold by","John Morphew, near Stationers-Hall","John Morphew","person","Stationers-Hall","near","sell"
"printed for W. Thurlbourn in Cambridge and sold by J. and J. Knapton and Rob. Knaplock London and Mr. Creighton in Ipswich","printed for","W. Thurlbourn in Cambridge and","W. Thurlbourn","person","Cambridge and","in","print"
"printed for J. Thomson, and sold by the booksellers of London and Westminster","printed for","J. Thomson, and","J. Thomson","person",NA,NA,"print"
"Printed for C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","printed for","C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","C. Hitch","person","Pater-noster-Row","in","print"
"Printed for C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","printed for","C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","L. Hawes","person","Pater-noster-Row","in","print"
"Printed for C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","printed for","C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","H. Lintot","person",NA,NA,"print"
"Printed for C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","printed for","C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","J. Brindley","person","New Bond-Street","in","print"
"Printed for C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","printed for","C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","J. Hodges","person",NA,NA,"print"
"Printed for C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","printed for","C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","London Bridge","unknown",NA,NA,"print"
"Printed for C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","printed for","C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","C. Corbet","person","Fleet-Street","in","print"
"Printed for C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","printed for","C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","T. Waller","person","Fleet-Street","in","print"
"Printed for C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","printed for","C. Hitch and L. Hawes, in Pater-noster-Row; H. Lintot; J. Brindley, in New Bond-Street; J. Hodges, on London Bridge; C. Corbet, and T. Waller, in Fleet-Street; and J. New","J. New","unknown",NA,NA,"print"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed for J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, [and 4 others in London]","printed for","J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, and 4 others in London","J. Rivington","person","London","in","print"
"printed for J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, [and 4 others in London]","printed for","J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, and 4 others in London","L. Hawes","person","London","in","print"
"printed for J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, [and 4 others in London]","printed for","J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, and 4 others in London","Co.","unknown","London","in","print"
"printed for J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, [and 4 others in London]","printed for","J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, and 4 others in London","T. Waller","person","London","in","print"
"printed for J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, [and 4 others in London]","printed for","J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, and 4 others in London","T. Longman","person","London","in","print"
"printed for J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, [and 4 others in London]","printed for","J. Rivington, L. Hawes and Co. T. Waller, T. Longman, T. Lowndes, and 4 others in London","T. Lowndes","person","London","in","print"
"printed for and sold by W. Oxlade","sold by","W. Oxlade","W. Oxlade","person",NA,NA,"sell"
"Printed in the year","stringstart","Printed in the year","Printed","person",NA,NA,"unk"
"printed for W. Bowen, Bookseller, at Dock-Head, Southwark","printed for","W. Bowen, Bookseller, at Dock-Head, Southwark","W. Bowen","person","Dock-Head , Southwark","at","print"
"printed for W. Bowen, Bookseller, at Dock-Head, Southwark","printed for","W. Bowen, Bookseller, at Dock-Head, Southwark","Bookseller","unknown","Dock-Head , Southwark","at","print"
"printed for Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","Rivington","person",NA,NA,"print"
"printed for Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","Sons","unknown",NA,NA,"print"
"printed for Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","T. Caslon","person",NA,NA,"print"
"printed for Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","T. Longman","person",NA,NA,"print"
"printed for Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","T. Lowndes","person",NA,NA,"print"
"printed for Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","W. Nicoll","person",NA,NA,"print"
"printed for Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","S. Bladon","person",NA,NA,"print"
"printed for Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","Rivington and Sons, T. Caslon, T. Longman, T. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","T. Whieldon","unknown",NA,NA,"print"
"Printed and sold by R. Marchbank, No. 11, Dame-street","sold by","R. Marchbank, No. 11, Dame-street","R. Marchbank","person","Dame-street","No. 11","sell"
"Printed and sold by R. Marchbank, No. 11, Dame-street","printed and sold by","R. Marchbank, No. 11, Dame-street","R. Marchbank","person","Dame-street","No. 11","print_sell"
"printed by Robert Duncan","printed by","Robert Duncan","Robert Duncan","person",NA,NA,"print"
"printed for J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","J. F.","person",NA,NA,"print"
"printed for J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","C. Rivington","person",NA,NA,"print"
"printed for J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","T. Longman","person",NA,NA,"print"
"printed for J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","W. Lowndes","person",NA,NA,"print"
"printed for J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","W. Nicoll","person",NA,NA,"print"
"printed for J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","S. Bladon","person",NA,NA,"print"
"printed for J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","printed for","J. F. & C. Rivington, T. Longman, W. Lowndes, W. Nicoll, S. Bladon, and T. Whieldon","T. Whieldon","unknown",NA,NA,"print"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed for Robert Dicey","printed for","Robert Dicey","Robert Dicey","person",NA,NA,"print"
"printed by E. Midwenter [sic], for D. Brown, J. Waltho [sic], B. Took, and D. Midwinter","printed by","E. Midwenter , for D. Brown, J. Waltho , B. Took, and D. Midwinter","E. Midwenter","person",NA,NA,"print"
"printed by E. Midwenter [sic], for D. Brown, J. Waltho [sic], B. Took, and D. Midwinter","printed by","E. Midwenter , for D. Brown, J. Waltho , B. Took, and D. Midwinter","D. Brown","person",NA,NA,"print"
"printed by E. Midwenter [sic], for D. Brown, J. Waltho [sic], B. Took, and D. Midwinter","printed by","E. Midwenter , for D. Brown, J. Waltho , B. Took, and D. Midwinter","J. Waltho","person",NA,NA,"print"
"printed by E. Midwenter [sic], for D. Brown, J. Waltho [sic], B. Took, and D. Midwinter","printed by","E. Midwenter , for D. Brown, J. Waltho , B. Took, and D. Midwinter","B. Took","person",NA,NA,"print"
"printed by E. Midwenter [sic], for D. Brown, J. Waltho [sic], B. Took, and D. Midwinter","printed by","E. Midwenter , for D. Brown, J. Waltho , B. Took, and D. Midwinter","D. Midwinter","unknown",NA,NA,"print"
"printed for W. Webb, near St. Paul's","printed for","W. Webb, near St. Paul's","W. Webb","person","St. Paul's","near","print"
"printed for T. Cooper, at the Globe in Pater-Noster-Row","printed for","T. Cooper, at the Globe in Pater-Noster-Row","T. Cooper","person","Globe in Pater-Noster-Row","at the","print"
"apud Balfour et Smellie, Academiae Typographos",NA,"apud Balfour et Smellie, Academiae Typographos",NA,NA,NA,NA,NA
NA,NA,"NA",NA,NA,NA,NA,NA
NA,NA,"NA",NA,NA,NA,NA,NA
"printed in the year",NA,"printed in the year",NA,NA,NA,NA,NA
"printed by Joseph Downing, in Bartholomew-Close near West-Smithfield","printed by","Joseph Downing, in Bartholomew-Close near West-Smithfield","Joseph Downing","person","Bartholomew-Close near West-Smithfield","in","print"
"printed for J. T. and sold by William Taylor","printed for","J. T. and","J. T.","person",NA,NA,"print"
"printed for J. T. and sold by William Taylor","sold by","William Taylor","William Taylor","person",NA,NA,"sell"
"Printed for Jacob and Richard Tonson","printed for","Jacob and Richard Tonson","Jacob","person",NA,NA,"print"
"Printed for Jacob and Richard Tonson","printed for","Jacob and Richard Tonson","Richard Tonson","unknown",NA,NA,"print"
"Printed for T. Hookham, New Bond-Street","printed for","T. Hookham, New Bond-Street","T. Hookham","person","New Bond-Street",NA,"print"
"Printed for Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","printed for","Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","Messrs. Burnet","person",NA,NA,"print"
"Printed for Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","printed for","Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","Gilbert","unknown",NA,NA,"print"
"Printed for Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","printed for","Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","Byrne","unknown",NA,NA,"print"
"Printed for Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","printed for","Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","Wogan","unknown",NA,NA,"print"
"Printed for Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","printed for","Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","Moore","unknown",NA,NA,"print"
"Printed for Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","printed for","Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","Halpen","unknown",NA,NA,"print"
"Printed for Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","printed for","Messrs. Burnet, Gilbert, Byrne, Wogan, Moore, Halpen, and Dornin","Dornin","unknown",NA,NA,"print"
"printed for Peter Wilson","printed for","Peter Wilson","Peter Wilson","person",NA,NA,"print"
"printed for A. Moor, near St. Paul","printed for","A. Moor, near St. Paul","A. Moor","person","St. Paul","near","print"
"printed for J. and P. Knapton, T. Longman, C. Hitch, and the rest of the proprietors",NA,"J. and P. Knapton, T. Longman, C. Hitch, and the rest of the proprietors",NA,NA,NA,NA,NA
"printed by Phineas and George Bagnell","printed by","Phineas and George Bagnell","Phineas","person",NA,NA,"print"
"printed by Phineas and George Bagnell","printed by","Phineas and George Bagnell","George Bagnell","unknown",NA,NA,"print"
"printed for Harrison and Co. No 18, Paternoster-Row; and sold, likewise, by J. Wenman, Fleet-Street; and all other booksellers","printed for","Harrison and Co. no. 18, Paternoster-Row; and sold, likewise, by J. Wenman, Fleet-Street; and all other booksellers","Harrison","person","Paternoster-Row","no. 18","print"
"printed for Harrison and Co. No 18, Paternoster-Row; and sold, likewise, by J. Wenman, Fleet-Street; and all other booksellers","printed for","Harrison and Co. no. 18, Paternoster-Row; and sold, likewise, by J. Wenman, Fleet-Street; and all other booksellers","Co.","unknown","Paternoster-Row","no. 18","print"
"printed for Harrison and Co. No 18, Paternoster-Row; and sold, likewise, by J. Wenman, Fleet-Street; and all other booksellers","printed for","Harrison and Co. no. 18, Paternoster-Row; and sold, likewise, by J. Wenman, Fleet-Street; and all other booksellers","J. Wenman","person","Fleet-Street",NA,"print"
"printed, by T. Woodfall, No. 104, Drury-Lane, for I. Debrett, Piccadilly",NA,"printed, by T. Woodfall, No. 104, Drury-Lane, for I. Debrett, Piccadilly",NA,NA,NA,NA,NA
"printed: and sold by the booksellers of London and Westminster",NA,"printed: and",NA,NA,NA,NA,NA
"printed for Charles Dilly","printed for","Charles Dilly","Charles Dilly","person",NA,NA,"print"
"printed by Wm. M'Kenzie, No. 33. College-Green","printed by","Wm. M'Kenzie, No. 33. College-Green","Wm.","person","College-Green","No. 33.","print"
"Printed for W. Richardson, at the Royal Exchange","printed for","W. Richardson, at the Royal Exchange","W. Richardson","person","Royal Exchange","at the","print"
"printed for Charles Dilly","printed for","Charles Dilly","Charles Dilly","person",NA,NA,"print"
"printed and are to be sold by the booksellers of London and Westminster",NA,"printed and are to be",NA,NA,NA,NA,NA
"excudebant Adamus Neill et Socii",NA,"excudebant Adamus Neill et Socii",NA,NA,NA,NA,NA
"printed for William Lane, At the Minerva, Leadenhall-Street","printed for","William Lane, At the Minerva, Leadenhall-Street","William Lane","person","Minerva , Leadenhall-Street","At the","print"
"printed for T. Cooper, at the Globe in Pater-Noster Row","printed for","T. Cooper, at the Globe in Pater-Noster Row","T. Cooper","person","Globe in Pater-Noster Row","at the","print"
"printed by G. G. and J. Robinson, Pater-Noster-Row","printed by","G. G. and J. Robinson, Pater-Noster-Row","G. G.","person","Pater-Noster-Row",NA,"print"
"printed by G. G. and J. Robinson, Pater-Noster-Row","printed by","G. G. and J. Robinson, Pater-Noster-Row","J. Robinson","person","Pater-Noster-Row",NA,"print"
"printed by J. Smeeton, St. Martin's Lanz : sold by T. Cadell, in the Strand","printed by","J. Smeeton, St. Martin's Lanz :","J. Smeeton","person",NA,NA,"print"
"printed by J. Smeeton, St. Martin's Lanz : sold by T. Cadell, in the Strand","printed by","J. Smeeton, St. Martin's Lanz :","St. Martin's Lanz","unknown",NA,NA,"print"
"printed by J. Smeeton, St. Martin's Lanz : sold by T. Cadell, in the Strand","sold by","T. Cadell, in the Strand","T. Cadell","person","Strand","in the","sell"
"printed by William Porter, for R. Cross, P. Wogan, P. Byrne, W. Sleater [and 9 others in Dublin]","printed by","William Porter, for R. Cross, P. Wogan, P. Byrne, W. Sleater and 9 others in Dublin","William Porter","person","Dublin","in","print"
"printed by William Porter, for R. Cross, P. Wogan, P. Byrne, W. Sleater [and 9 others in Dublin]","printed by","William Porter, for R. Cross, P. Wogan, P. Byrne, W. Sleater and 9 others in Dublin","R. Cross","person","Dublin","in","print"
"printed by William Porter, for R. Cross, P. Wogan, P. Byrne, W. Sleater [and 9 others in Dublin]","printed by","William Porter, for R. Cross, P. Wogan, P. Byrne, W. Sleater and 9 others in Dublin","P. Wogan","person","Dublin","in","print"
"printed by William Porter, for R. Cross, P. Wogan, P. Byrne, W. Sleater [and 9 others in Dublin]","printed by","William Porter, for R. Cross, P. Wogan, P. Byrne, W. Sleater and 9 others in Dublin","P. Byrne","person","Dublin","in","print"
"printed by William Porter, for R. Cross, P. Wogan, P. Byrne, W. Sleater [and 9 others in Dublin]","printed by","William Porter, for R. Cross, P. Wogan, P. Byrne, W. Sleater and 9 others in Dublin","W. Sleater","person","Dublin","in","print"
"printed for G. Kearsly, and J. Murray","printed for","G. Kearsly, and J. Murray","G. Kearsly","person",NA,NA,"print"
"printed for G. Kearsly, and J. Murray","printed for","G. Kearsly, and J. Murray","J. Murray","unknown",NA,NA,"print"
"printed and sold by J. Phillips, in George-Yard, Lombard-Street","sold by","J. Phillips, in George-Yard, Lombard-Street","J. Phillips","person","George-Yard , Lombard-Street","in","sell"
"printed and sold by J. Phillips, in George-Yard, Lombard-Street","printed and sold by","J. Phillips, in George-Yard, Lombard-Street","J. Phillips","person","George-Yard , Lombard-Street","in","print_sell"
"printed for T. Carnan","printed for","T. Carnan","T. Carnan","person",NA,NA,"print"
"printed for G. Woodfall, the Corner of Craig's Court, Charing-Cross","printed for","G. Woodfall, the Corner of Craig's Court, Charing-Cross","G. Woodfall","person",NA,NA,"print"
"printed for J. S. Jordan","printed for","J. S. Jordan","J. S. Jordan","person",NA,NA,"print"
"Printed in the year","stringstart","Printed in the year","Printed","person",NA,NA,"unk"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed for A. Millar, opposite to Catharine-Street, in the Strand","printed for","A. Millar, opposite to Catharine-Street, in the Strand","A. Millar","person","Catharine-Street , in the Strand","opposite to","print"
"printed for James Knapton","printed for","James Knapton","James Knapton","person",NA,NA,"print"
"printed and sold by George Woodfall, at the King's-Arms near Craig's-Court, Charing-Cross","sold by","George Woodfall, at the King's-Arms near Craig's-Court, Charing-Cross","George Woodfall","person","King's-Arms near Craig's-Court , Charing-Cross","at the","sell"
"printed and sold by George Woodfall, at the King's-Arms near Craig's-Court, Charing-Cross","printed and sold by","George Woodfall, at the King's-Arms near Craig's-Court, Charing-Cross","George Woodfall","person","King's-Arms near Craig's-Court , Charing-Cross","at the","print_sell"
NA,NA,"NA",NA,NA,NA,NA,NA
"printed: and sold by S. Baker, at the Black Boy and Anchor in Pater-Noster-Row","sold by","S. Baker, at the Black Boy and Anchor in Pater-Noster-Row","S. Baker","person","Black Boy and Anchor in Pater-Noster-Row","at the","sell"
"printed: and sold by S. Baker","sold by","S. Baker","S. Baker","person",NA,NA,"sell"
"printed for T. Reynolds; and sold by the booksellers of London and Westminster","printed for","T. Reynolds; and","T. Reynolds","person",NA,NA,"print"
"printed for J. Wilford, behind the Chapter House, in St. Paul's Church-Yard","printed for","J. Wilford, behind the Chapter House, in St. Paul's Church-Yard","J. Wilford","person",NA,NA,"print"
"printed: and sold by B. Bragge","sold by","B. Bragge","B. Bragge","person",NA,NA,"sell"
"printed for Peter Hill, Edinburgh; and Thomas Cadell, London","printed for","Peter Hill, Edinburgh; and Thomas Cadell, London","Peter Hill","person","Edinburgh",NA,"print"
"printed for Peter Hill, Edinburgh; and Thomas Cadell, London","printed for","Peter Hill, Edinburgh; and Thomas Cadell, London","Thomas Cadell","unknown","London",NA,"print"
"printed by Henry Parker","printed by","Henry Parker","Henry Parker","person",NA,NA,"print"
"printed by H. Parker","printed by","H. Parker","H. Parker","person",NA,NA,"print"
"Printed for Witwould Wiseacre near White-hall; and sold by the booksellers in London and Westminster","printed for","Witwould Wiseacre near White-hall; and","Witwould Wiseacre","person","White-hall","near","print"
"printed for A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","printed for","A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","A. Bettesworth","person",NA,NA,"print"
"printed for A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","printed for","A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","C. Hitch","person",NA,NA,"print"
"printed for A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","printed for","A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","R. Ware","person",NA,NA,"print"
"printed for A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","printed for","A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","J. Clark","person",NA,NA,"print"
"printed for A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","printed for","A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","S. Birt","person",NA,NA,"print"
"printed for A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","printed for","A. Bettesworth, and C. Hitch, R. Ware, J. Clark; S. Birt; and J. Hodges","J. Hodges","unknown",NA,NA,"print"
"printed for R. Snagg","printed for","R. Snagg","R. Snagg","person",NA,NA,"print"
