publication_frequency_text	publication_frequency_annual	original_frequency	original_interval	original_time	Count
Monthly	 12.00	monthly	began in feb. 1758; ceased in dec. 1760	1758-1760]	1
Monthly	 12.00	monthly	july 1798-april 1810	[1799-1810]	1
Monthly	 12.00	monthly	numb.0 (july, 1690)-;ceased with: vol. 48 [sic], no. 12 (dec. 1738)	1690-1738	1
Monthly	 12.00	monthly	vol. 1 (january 1725.)-vol. vi. (december 1727.)	m dcc xxv.-m dcc xxvii. [1725-1727]	1
Monthly	 12.00	monthly	january 1784.-may 1785	[1784-1785]	1
Monthly	 12.00	monthly	may 1793. (numb. i. volume i.)-;ceased in 1826	[1793]-	1
Monthly	 12.00	monthly, with cumulation in one volume	february, 1799.-february, 1800	[1799-1800]]	1
Monthly	 12.00	monthly	number i.-number xv.; february, 1790. number xviii.-;ceased with: no. 50 (dec. 1792)	1788]-	1
Monthly	 12.00	monthly	january 1797-december 1798	[1797]-	1
Monthly	 12.00	monthly	june 1793-december 1795	[1793-1795]	1
Monthly	 12.00	monthly, with annual cumulations	march, 1746-;ceased in may, 1751	mdccxlvi. [1746]-	1
Monthly	 12.00	monthly	began with no. 2 (oct. 1704); ceased with no. 5 (jan. 1705)	printed in the year mdcciv. [1704]	1
Monthly	 12.00	monthly	[no. 1] (for the month of september, 1704.)-numb. 5. (for the month of january [1705].)	printed in the year mdcciv. [1704]	1
Monthly	 12.00	monthly	vol. i. [no. i]-	mdccxcii. [1792]-	1
Monthly	 12.00	monthly	lecture i.-lecture vi	1800]	1
Monthly	 12.00	monthly	began with [vol. 1], (january 1728); ceased with vol. 5 (march 1732)	1728-1732]	1
Monthly	 12.00	monthly	numb. 1. ([1679])-numb. 7. (april 1682)	1679-1682	1
Monthly	 12.00	monthly	july, 1759-;ceased with dec. 1771 issue	1759- ]	1
Monthly	 12.00	monthly	this for january. [1701, [vol. i.], numb. i.]-this for february. [1701, [vol. i.], numb. ii.]	1701	1
Monthly	 12.00	monthly	[vol. i.] part i. ([november] 1698)-the second volume. part vi. (april, 1700)	1698-1700 [i.e. 1702]	1
Monthly	 12.00	monthly	[vol. 1, no. 1. oct. 1687]-;ceases with vol. 3, no. 1. oct. 1689	mdclxxxvii [1687-1689]	1
Monthly	 12.00	monthly	began with vol. 1, no. 1 in jan. 1700; ceased with vol. 3, no. 3 in may 1702	1700-	1
Monthly	 12.00	monthly	[no. 1] (august, 1695)-numb. 6 (published on tuesday, jan. 7. 1695 [i.e. 1696])	1695]-1695 [i.e. 1696]	1
Monthly	 12.00	monthly	[jan.] 1645-march 31. 1645	1645	1
Monthly	 12.00	monthly	num. 1 (beginning of december 1659 to the beginning of january 1659/60)	1659 [i.e. 1660]	1
Monthly	 12.00	monthly	number 1 (ended the 21 of december, 1649)-[number 2] (from the 25. of january, to the 25. of february. [1650])	[1649]-1650	1
Monthly	 12.00	monthly	june, 1798. volume the first.-;ceased: aug. 1798	1798	1
Monthly	 12.00	monthly	the year 1793. part i. from january to june.-	m,dcc,xciii [1793]-	1
Monthly	 12.00	monthly	janvier, 1782. no. i.-decembre 1783. [n.s.] no. xii	mdcc.lxxxii. [1782]-1783	1
Monthly	 12.00	monthly	february 1799.-;ceased: dec. 1800	[1799]-	1
Monthly	 12.00	monthly	september 1791-;ceased: nov. 1792	[1791-	1
Monthly	 12.00	monthly	no. i. for september, 1764.-;ceased in 1766	[1764-	1
Monthly	 12.00	monthly	numb. i. (january, 1725-6)-numb. v. (may, 1726)	m dcc xxvi. [1726]	1
Monthly	 12.00	monthly	numb. i. (for the month of march.)	1730	1
Monthly	 12.00	monthly	numb. i. april, 1732.-numb. ix, and last [april, 1733]	1732-1733	1
Monthly	 12.00	monthly	janvier, 1750. - juin, 1750?	m.dcc.l. [1750]	1
Monthly	 12.00	monthly	january, 1775.[numb. i.]-march, 1775. (numb. iii.)	1775]	1
Monthly	 12.00	monthly	began in 1795	<1797-	1
Monthly	 12.00	monthly	number i. (saturday, june 20, 1789.)-number x. (for november, 1789.)	mdcclxxxix. [1789]	1
Monthly	 12.00	monthly (collected three times a year)	january, 1795-;ceased with: dec. 1795	[1795]	1
Monthly	 12.00	monthly	january, 1686. [i.e. 1687]-march, 1686. [i.e. 1687]	1687-	1
Monthly	 12.00	monthly	numb. 1. (july, 1704.)-	1704-	1
Monthly	 12.00	monthly	september, 1792-;ceased with no. 28 (june? 1795)	[1792-	1
Monthly	 12.00	monthly	jan. 1776-december 1776	mdcclxxvi [1776]]	1
Monthly	 12.00	monthly	august, 1791-july, 1793	1792-1793	1
Monthly	 12.00	monthly	august, 1793.-january, 1794	[1793-1794]	1
Monthly	 12.00	monthly	no. 1 (april, 1799)-	<1799>	1
Monthly	 12.00	monthly	this for march. [1701, [vol. i.], numb. iii.]-;ceased with: vol. 4, no. 2 (sept. 1702)	1701-1702	1
Eight per Year	  8.00	four issues in six months	june 1, 1799. twenty third year of american independence. number i. volume i.-number eight. this number completes the second volume ... [1800]	1799-<1800>	1
Eight per Year	  8.00	eight times a year (december to october)	number ii. (14th, 15th, 17th, 18th, and 19th of january [1743].)-number viii. part iii. for the year 1761. (wednesday the 21st, thursday the 22d, friday the 23d, saturday the 24th, and monday the 26th of october)	1743-	1
Eight per Year	  8.00	eight times a year (december to october)	number i. for the year 1761. (wednesday the 9th, thursday the 10th, friday the 11th, and saturday the 12th, of december)-;ceased in 1834	m. dcc. lxi. [1761]-	1
Eight per Year	  8.00	eight times a year (december to october)	20th, 21st, 22d, and 23d, of april, 1726.-numb. i. part ii. (wednesday the 8th, thursday the 9th, and friday the 10th of december. [1742])	[1726]-1742	1
Eight per Year	  8.00	eight times a year (december to october)	8th, 9th, 10th, 11th, and 13th, of december, 1714-2d, 3d, 4th, 5th, and 7th, of march, 1726	[1714-1726]	1
Eight per Year	  8.00	eight times a year	10, 11, and 12th. [sic] days of october, 1683.-;ceased with: 2/3 july 1684	[1683]-	1
Every two Months	  6.00	semimonthly, with irregular cumulations	volume i. num. i. [agosto, e septembro 1798]-;ceased with v.4, no.32 (10 jan 1800)	1798 - [1800?]	1
Every two Months	  6.00	bimonthly	no. iv. am tachwedd, 1793.-no. v. am ionawr a chwefror, 1794	[1793-1794]	1
Every two Months	  6.00	semimonthly	began in 1795; ceased with: no. 250 (18 juin 1802)	<1795-1802>	1
Every two Months	  6.00	semimonthly	began in 1798; ceased in 1800	[1798-1800]	1
Every two Months	  6.00	bimonthly	november and december, 1751.;ceased: mar./apr. 1752	mdcclii [1752]	1
Every two Months	  6.00	bimonthly	number 1, of vol. i. for april and may, 1789.-no. 6, of vol. ii, for february and march, 1791	m,dcc,lxxxix.-m,dcc,xci. [1789-1791]	1
Every two Months	  6.00	semimonthly	[no. i. (jan? 1769)]-;ceased with: no. ix (june 1, 1769)	1769]	1
Every two Months	  6.00	semimonthly	lettre i. (paris, le 1. febrier, 1751, n.s.)-lettre xxiv. (paris, 31. jnavier, 1753.)	[1751-1753]	1
Every two Months	  6.00	semimonthly	number i. [april 15, 1788]-	april 15, 1788.-	1
Every two Months	  6.00	bimonthly	vol. i. [number 1. 1798-;ceased publication in 1801, with vol. 2, no. 5	1798-	1
Every two Months	  6.00	bimonthly	january and february, 1708/9. [i.e. 1709]-may, june, july, august and september, 1709	[1709]	1
Every two Months	  6.00	semimonthly, with irregular cumulations	volume i. [no.i. agosto-no. viii. 10. dicembre 1798]-volume v. [no. xxiii. 25. gennaro 1800.-no. xxxvi. 25. marzo 1800.]	[1798-1800]	1
Every two Months	  6.00	bimonthly	numb. i. [mar.? 1726]-;ceased with v. ii, no. 7 [1727]	1726-	1
Every two Months	  6.00	bimonthly, with biennial cumulation	vol. 1, num. 1 (1700)-vol. i. num. xii. (1701)	1700-1701	1
Every two Months	  6.00	bimonthly	july/august 1797-	[1797-	1
Every two Months	  6.00	bimonthly	[vol. i.] july and august, 1796-november and december, 1796	[1796]	1
Every two Months	  6.00	semimonthly	number 1. (may 22, 1795.) vol. i.-number 12. (october, 1795.) vol. i	[1795]	1
Every two Months	  6.00	bimonthly	tome premier. [no i.-no vi. (10 avril, 1800.-30 mai, 1800.)]-tome sixiēme. [no xxxi.-no. xxxiii. (30 mars,1801-30 avril, 1801.)]	1800-1801	1
Every three Months	  4.00	quarterly	number i. [1762] -	1762	1
Every three Months	  4.00	quarterly	number i. for january, february, and march, 1776;-	1777-	1
Every three Months	  4.00	quarterly	vol. i. part i. (april, may, june, 1751.)	1751	1
Every three Months	  4.00	quarterly	rhifyn cyntaf, ... am chwefror 1793-am awst, 1793. ... rhifyn iii	1793	1
Every three Months	  4.00	quarterly	this first for january 1711.-this eighth for october, november, & december [1711]	[1711]	1
Every three Months	  4.00	quarterly (collected issues)	volume i (wednesday, september 1, 1779)- v. iii (friday, july 14, 1780)	m,dcc,lxxix.-m,dcc,lxxx. [1779-1780]	1
Every three Months	  4.00	quarterly	began with: vol. i. for 1787.;-vol. xvii. for 1791	<1787>-[1791]	1
Every three Months	  4.00	quarterly (collected issues)	vol. i. (february 3.-april 28. [1798])-;ceased with: vol. iv. [no. 50, 18 june 1799]	1798-1799	1
Every three Months	  4.00	quarterly	[vol. i. no. 1.] july and august, 1795.-[vol. iii. no. 6.] december 1798, and january and february, 1799	1795-1799]	1
Every three Months	  4.00	quarterly	began with apr./june 1793 issue; ceased with jan./mar. 1794 issue	1793-1794	1
Every three Months	  4.00	quarterly (collected issues)	vol. i. [no. 1. (monday june 15, 1795.)-no. 16. (monday, september 28, 1795]-	mdccxcv. [1795]-	1
Every three Months	  4.00	quarterly	vol.1. containing april, may and june. [1733]-vol. 2. containing july, august and september. [1733]	[1733-	1
Every three Months	  4.00	quarterly (collected issues)	volume i. from january to march, inclusive.-;ceased in 1788?	m.dcc.lxxxvii. [1787]	1
Every three Months	  4.00	quarterly	vol. 1, no. 1 (oct. 1800)-;ceased in july, 1801?	1800-	1
Every three Months	  4.00	quarterly, with irregular special issues	began in 1701; ceased in 1772	<1701-1772>	1
Every three Months	  4.00	quarterly	vol. i. (october to december 1794)-vol. ii. (january to march [i.e. 1 apr.] 1795)	1794-1795	1
Every three Months	  4.00	quarterly (collected issues)	volume i. [no. 1-3 (july-sept. 1787)]-volume iii. [no. 7-9 (jan.-[june] 1788)]	[1787-1788]	1
Every three Months	  4.00	quarterly	rhif i. (ebrill 16, 1799.) llyfr i.-rhan. vi. (rhagfyr, 1801.) llyfr i	1799-[1802]	1
Every three Months	  4.00	quarterly (collected issues)	volume i. [no. 1-25 (7 nov. 1786-30 jan. 1787)]-volume ii. [no. 26-50 (3 feb.-28 apr. 1787)]	m dcc lxxxvii. [1787]	1
Every three Months	  4.00	quarterly	number i. (for january, 1783)-number x. (for august, september and october, [1784])	1782 [i.e. 1783]-mdcclxxxiv [1784]	1
Every three Months	  4.00	quarterly	volume the first [summer, 1789]-	mdcclxxxix. [1789]-	1
Every three Months	  4.00	quarterly	january, february, and march 1794. vol. i.-april, may, and june, 1795: vol. vi	1794-m,dcc,xcv. [1795]	1
Every three Months	  4.00	quarterly	[vol. i.] october, november and december 1750.-vol. iii. april, may and june, 1751	mdccli [1751]	1
Every three Months	  4.00	quarterly	vol. i. [21 june-11 oct. 1794]-vol. v. [11 may-30 june 1795]	1794-1795	1
Every three Months	  4.00	quarterly	began with: no. i. march 31, 1798.;-no. xii. june 28, 1800	-1800 [i.e. 1808]]	1
Every three Months	  4.00	quarterly (except the months of oct.-dec.)	january, february and march, 1734.-july, august and september [1735]	mdccxxxiv. [1734]-1735	1
Every three Months	  4.00	quarterly (collected issues)	began in: apr. 1797; ceased in feb.? 1798	1797-1798	1
Every three Months	  4.00	quarterly (collected issues)	volume i.[friday, july 3. 1772.-friday, september 25. 1772.]-;ceased with v. vi [oct.-dec. 1773]	m,dcc,lxxii. [1772-	1
Every three Months	  4.00	quarterly	began: january, 1781; ceased in 1790	<1781-1790>	1
Every three Months	  4.00	quarterly	numb. 6. (trinity term, 1671.)-numb. 18. (trinity term, 1674.); [ser.2] numb. 1 (michaelmas term, 1674)-numb. 24 (trinity-term, 1680.); [ser. 3] numb. 1 (michaelmas term, 1680)-numb. 58 (michaelmas term, 1695); [ser. 4] (hilary term, 1696)-;ceased in 1711	[1671]-	1
Every three Months	  4.00	quarterly	numb. 1. (easter-term, 1670.)-number 5 (easter-term, 1671.)	[1670-1671]	1
Every three Months	  4.00	quarterly	[vol. i., no. 1.] january, february, and march, 1797.-;ceased in 1800	[1797-1799]	1
Every three Months	  4.00	quarterly	vol. i [no. 1-13 (4 jan.-29 mar. 1800)])-vol. ii [no. 14-26 (5 apr. 28 june 1800)]	m,dccc. [1800]	1
Every three Months	  4.00	quarterly (cumulative)	volume i. [7 july 1768]-[vol. xlvi. (dec. 22, 1779)]	m,dcc,lxviii.[1768]-[1779]	1
Every three Months	  4.00	quarterly	no. i. (monday, january 6. 1800.)-no. 104 (monday, november 14. 1825)	1800-1825]	1
Every three Months	  4.00	quarterly (cumulative)	vol. i (oct. 1773-apr. 1774)-v. xix (oct.-dec. 1782)	mdcclxxiii-mdcclxxxii. [1773-1782]	1
Every three Months	  4.00	quarterly	vol. i (january, 1699.)-[vol. xiv.] (january, february, march, 1712) = vol. i. [numb. 1]-vol. xiv. numb. 1	1699-1712	1
Every three Months	  4.00	quarterly (cumulative)	volume first. ([1790])-volume eighteenth. ([1794)	mdccxci.-m, dcc, xrii [sic] [1791-1794]	1
Every three Months	  4.00	quarterly, with annual cumulations	volume the first.-volume the second	m,dcc,lxxxv. [i.e. 1786]	1
Every three Months	  4.00	quarterly	began with no.1 (michaelmas 1668); ceased with no.8 (midsummer 1670)	[1668-1670]	1
Every three Months	  4.00	quarterly	num. 1. (maij 8. 1676)-;ceased with no. 10 (july? 1679)	1676]-	1
Every three Months	  4.00	quarterly	volume the first.-	[1793-	1
Every four Months	  3.00	three times a year (collected issues)	volume i. [no.1/3-8 (aug./sept.-10 dec. 1798)]-volume v. [no.33-36 (25 jan.-25 mars. 1800)]	mdccxcviii.-m.dcc. [1798-1800]	1
Every four Months	  3.00	three times a year	1797	1797	1
Every four Months	  3.00	three times a year	vol. ii. (1797)-vol. xi. (1800)	1797-1800	1
Every four Months	  3.00	three times a year	volume i. (january to april, inclusive, m,dcc,xc. [1790])-;ceased with v. 108, 1825	m dccxc. [1790]-	1
Every four Months	  3.00	three times a year (cumulative)	vol. i (july to december, (inclusive,) 1798)-volume xxxv. (january to april, inclusive. 1810.)	1799-1810	1
Every four Months	  3.00	three times a year	volume i. [september 1791-december 1791]-;ceased: nov. 1792	mdccxci. [1791-	1
Every four Months	  3.00	three times a year	volume i. (january to april inclusive, m.dcc.xcv. [1795])-;ceased in dec. 1795	m.dcc.xcv. [1795]	1
Two per Year	  2.00	semiannually	volume the first, from january to june mdccxcviii, inclusive.-	[1798]-	1
Two per Year	  2.00	semiannual (collected issues)	the first week in april, to the fourth in september. mdcclxxxvi [1786]. ... volume i.-the fourth week in september, mdcclxxxvii. [1787] to the first week in april [i.e. 'the fourth week in march'] mdcclxxxviii. [1788] ... volume iv	mdcclxxxvi. [1786]-mdcclxxxviii. [1788]	1
Two per Year	  2.00	semiannual	[january and february, 1760.-june, 1760.]	[1760]	1
Two per Year	  2.00	semiannual	vol. i.[no. 1-6, jan.-june 1781]-vol. 4 [no. 19-24, july-dec. 1782]	1781-1782	1
Two per Year	  2.00	semiannual	vol. i.[jan.-june 1764]	1764	1
Two per Year	  2.00	semiannual	vol. i. part i. [1793]-;ceased with vol. 2, pt. 1? 1794	m.dcc.xciii. [1793-	1
Two per Year	  2.00	semiannual	vol. i.-vol. v. [no. i. august 1794.-no. xxix. december 1796]	1794-1796	1
Two per Year	  2.00	semiannual (collected issues)	vol. i. [[feb.? 1788]-july, 1788.]-vol. ii. [august, 1788.-january, 1789]	mdcclxxxix. [1789]	1
Two per Year	  2.00	semiannual (collected issues)	vol. i. (for the year 1795. [january-june])-	[1795-	1
Two per Year	  2.00	semiannual (collected issues)	began with: volume the first (1773)-	<1773-	1
Two per Year	  2.00	semiannual	[tom. i.] jennajo 1789.=january 1789.-;ceased with: vol. iii. (january 1790)	mdcclxxxix. [1789-	1
Two per Year	  2.00	semiannual (collected issues)	vol. iii. [number xxvii (for july 1800)-no. xxxii. (for december, 1800.0]-vol. iv. [no. xxxiii. (for january, 1801.)-no. xxxviii. (for june, 1801.)]	1801	1
Two per Year	  2.00	semiannual (collected issues)	volume i. (from the month of january, to the month of june, inclusive.)-	mdccxxxviii. [1738-	1
Two per Year	  2.00	semiannual (collected issues)	vol. i. [june 1786-december 1786]	mdcclxxxvi. [1786]	1
Two per Year	  2.00	semiannual (collected issues)	vol i. (from tuesday, feb. 2, 1796, to saturday, sep. 10, 1797. [i.e. 1796]) [number i-liv.]-	[1796-	1
Two per Year	  2.00	semiannual (collected issues)	volume first, for 1798. [january, 1798.-june, 1798.]-volume second, for 1798. [july, 1798-september, 1798.]	[1798]	1
Two per Year	  2.00	semiannual (collected issues)	volume i. [january 1st, 1797.-july 1, 1797.]-;ceased with: vol. 3 [no. 26. whole no. 78.] (7 july 1798)	1797-1798	1
Two per Year	  2.00	semiannual (collected issues)	vol. i.[3 july-4 dec. 1797]-vol. ii. [18 dec. 1797-21 may 1798]	1797-1798	1
Two per Year	  2.00	semiannual (collected issues)	vol: i. for 1792. [june-november]-vol: i. [sic] for 1793. [dec. 1792-may 1793]	[1792]	1
Two per Year	  2.00	semiannual (collected issues)	began with: vol. 1 [no. 1 (jan. 1787)]-;-v.10 (1790:july-dec.); pt.1-pt.2 (1791:jan.-1792:dec.)	-1792	1
Two per Year	  2.00	semiannual (collected issues)	1790. vol. v [sic] [mar.-dec. 1790]-1792. vol. v. [july-dec. 1792]	[1790-1792]	1
Two per Year	  2.00	semiannual (collected issues)	vol. 1, no. 1 (jan. 1787)-v. 6, no. 6 (1789)	1787-1789	1
Two per Year	  2.00	semiannual (collected issues)	vol. i. [may 1753.-november 1753.]-	m.dcc.liii. [1753]-	1
Two per Year	  2.00	semiannual	volume ii. [i.e. vol. i.] for the year mdccxxxviii [jan.-june 1788]-volume v. for the year mdccxc. [jan.-dec. 1890]	[1788-1790]	1
Two per Year	  2.00	semiannual (collected issues)	le premier novembre m.dcc.lxxvi. [1776] volume premier.-;ceased in 1787?	[1776-	1
Two per Year	  2.00	semiannual (compiled issues)	1796. vol. i. [no. 1-no. 6]-1797. vol. ii. [no. 7-12]	1796-1797	1
Two per Year	  2.00	semiannual (collected issues)	volume the first. [january 1, 1763.-june 1, 1763.]	1763]	1
Two per Year	  2.00	semiannual (collected issues)	vol. i (august 1792, to february 1793)-;collected issues ceased with v. 3 (aug. 1793-jan. 1794)	m.dcc.xcii. [1792]-	1
Two per Year	  2.00	semiannual	vol. i. [no. i. for july, 1796.-no. vi. for december, 1796.]-vol. ii. [no. vii. january, 1797.-no. xiii. july, 1797.]	[1796-1797]	1
Two per Year	  2.00	semiannual (collected volumes)	[vol. i. (september, 1769.-february, 1770.)]-	mdcclxix.-mdcclxx [i.e. 1770]	1
Two per Year	  2.00	semiannual (collected issues)'	vol. i [january, 1772.-june, 1772.]-vol. ii. [july, 1772.-december, 1772.]	1772	1
Two per Year	  2.00	semiannual (collected issues)	[vol. i. (jan.-june 1770)]-;ceased in 1772?	1770-	1
Two per Year	  2.00	semiannual (collected issues)	vol. i for the year 1800. [january, 1800.-june, 1800.]-[vol. iii, 1801 (january, 1801-june, 1801)]	[1800-1801]	1
Two per Year	  2.00	semiannual	volume i. (1768)	mdcclxix. [1769]	1
Two per Year	  2.00	semiannual (collected issues)	vol. i.-vol. ii. [1760]	1760	1
Two per Year	  2.00	semiannual	vol. i. [june-december 1795]	1795	1
Two per Year	  2.00	semiannual	volume first.- volume second	1793-1794	1
Two per Year	  2.00	semiannual	vol.1. - vol.ii - 1801+.;ceased in 1817	[1797-1814]	1
Two per Year	  2.00	semi-annual	from june to december 1793 [no. i. (june, 1793)-no. vii. (dec., 1793)]	<1793>	1
Two per Year	  2.00	semiannual	vol. i. [1784] - vol. vi. [1786]	[1784-1786]	1
Two per Year	  2.00	semiannual	vol. i. [book i.-book vi. (apr.-nov. 1744)]-vol. iv. [book xix.-book xxiv. (nov. 1745-may 1746)]	mdccxlv. [i.e. 1745-1746]	1
Two per Year	  2.00	semiannual (collected monthly issues)	volume i. [no.1-6 (feb.-july 1799)]-volume ii. [no. 7-12 (aug. 1799-jan.1800)]	[1799-1800]	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. [1st april 1799.-1st september 1799.]-vol. iv. [19. september 1800.-24. february 1801]; vol. v. being the first of the second series. [[no.] 25. march 1801-[no.] 30. august 1801.]-vol. vi. being the second of the second series. [[no.] 31. september 1801.-[no.] 37. march 1802.=no 1. second series, vol. ii.-no 7. second series, vol. ii.]	1799-1802	1
Two per Year	  2.00	semiannual (collected)	vol. i. [no.1-6 (jan.-june 1784)]-;ceased in 1815	m. dcc lxxiv. [1784]-	1
Two per Year	  2.00	semiannual (collected monthly issues)	vol. i. [january, 1777.-june, 1777.]	m,dcc,lxxvii. [1777]	1
Two per Year	  2.00	semiannual (collected issues)	vol. i. 1789 [jan.-june]-;ceased with v. 9 [jan.-june] 1793	[1789- ]	1
Two per Year	  2.00	semiannual	[vol. i. (january-june)] 1765	[1765]	1
Two per Year	  2.00	semiannual	vol. vi. [15 july-30 sept. 1795]-vol. viii. [jan.-june 1796]	1795-[1796]	1
Two per Year	  2.00	semiannual (cumulative)	began with: sept. 1751.;-vol. viii. [no. liii. (july, 1755)-no. lix. [supp.]]	-1755	1
Two per Year	  2.00	semiannual (cumulation)	vol. i [jan.-june 1751]-;ceased with v.38 in 1769?	m.d cc li. [1751]-	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. [no.1-13 (3 april-18 sept. 1792)]-vol. ii. [no.14-26 (2 oct.-26 mar. 1793)]	[1792-1793]	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. for 1789. [january-june 1789]-;ceased in 1792?	[1789- ]	1
Two per Year	  2.00	semiannual (collected issues)	1794. [25th january, 1794-saturday, june 21, 1794.]	1795	1
Two per Year	  2.00	semiannual (cumulation)	vol. i. [for july 31, 1776-december 25, 1776]-	[1776-	1
Two per Year	  2.00	semiannual	vol. i	1761	1
Two per Year	  2.00	semiannual (collected issues)	volume i. (for july, august, september, october, november and december, 1789)- vol. v. (for january, february, and march).;ceased with: march 1792	m.dcc.lxxxix. [1789]-<1792>	1
Two per Year	  2.00	semiannual	began in 1770; ceased in 1772	[1770-1772]	1
Two per Year	  2.00	semiannual (collected issues)	vol. i. mdcclxx. [dec.1769-may 1770]-vol. ii. mdcclxx. [june-oct. 1770]	mdcclxxi. [1771]	1
Two per Year	  2.00	semiannual	vol. i (from march to july, 1799, inclusive)-;ceased in 1815	[1799-	1
Two per Year	  2.00	semiannual	vol. i. [1744]-vol. viii. [1746]	mdccxliv [1744]-1746	1
Two per Year	  2.00	semiannual (cumulative)	m,dcc,lxxii. volume the eleventh. [no. 65-71 (july-dec. 1772)]	[1772]	1
Two per Year	  2.00	semiannual (cumulative)	m,dcc,lxxii. volume the tenth. [no. 59-64 (jan.-june 1772)]	1772	1
Two per Year	  2.00	semiannual (cumulative)	mdcclxx. volume the sixth. [no.34-58 (jan.-june 1770)]-mdcclxxi. volume the ninth. [no. 53-58 (july-dec. 1771)]	1770-1771	1
Two per Year	  2.00	semiannual (cumulative)	mdcclxvii. vol. i [no. 1-8 (may-dec. 1767)]-mdcclxix. volume the fifth. [no. 28-33 (july-dec. 1769)]	[1767-1769]	1
Two per Year	  2.00	semiannual (april and october)	volume the first. [oct. 1792-mar. 1793]-;ceased in: 1870	mdccxciii [1793]-	1
Two per Year	  2.00	semiannual	vol. i. for the year 1791.-;ceased in 1793?	[1791]-	1
Two per Year	  2.00	semiannual (cumulative)	mdcclxxxvi.-mdcclxxxix.;1790. part i-1811. part ii	[1786-1811]	1
Two per Year	  2.00	semiannual (cumulative)	vol. vii. (part i. for 1799. from january to june, inclusive. [i.e. jan.-july])-;ceased with v. 10 (1800:july-1801:jan.)	1799-1800	1
Two per Year	  2.00	semiannual (cumulative)	[vol. i (june-dec. 1747)]-vol. cxiii. [july-dec. 1803]	[1747-1803]	1
Two per Year	  2.00	semiannual (cumulation)	vol. i.-vol. vi. from 25th june to 16th december 1789.-from 14th december 1791 to 13th june 1792	1789-1792	1
Two per Year	  2.00	semiannual (collected issues)	vol. [i.] [numb. i. (august 4, 1780)-numb. xiii. (jan. 19, 1781.)]-vol. ii. [numb. xiv. (feb. 2, 1781.)-numb. xxvii. (may 18, 1781)]	m.dcc.lxxx.-m.dcc.lxxxi. [1780-1781]	1
Two per Year	  2.00	semiannual	vol. i. january-june, mdccxciii.-vol. iv. july-december, mdccxciv	[1793-1794]	1
Two per Year	  2.00	semiannual	vol. i. (may to august, inclusive, 1788.)-vol. xxviii. (july to december 1798, inclusive.); new series, vol. i. (january to june 1799, inclusive)	m dcc lxxxviii. [1788]-m dcc xcix. [1799]	1
Two per Year	  2.00	semiannual (cumulation)	[vol. 1] number 1. [19 july 1762]-;ceased with v. 5, no. 60 (6 sept. 1763)	mdcclxii. [1762]-	1
Two per Year	  2.00	semiannual	volume xxvii. ([jan.-june] m,dcc,xcvi. [1796])-volume xxviii. ([july-dec.] m,dcc,xcvi. [1796]	m,dcc,xcvi. [1796]	1
Two per Year	  2.00	semiannual	vol. i. ([jan.-june] m,dcc,lxxxiii. [1783])-volume xxvi. ([july-dec.] m,dcc,xcv. [1795]	m,dcc,lxxxiii. [1783]-m,dcc,xcv. [1795]	1
Two per Year	  2.00	semiannual	vol. 1 (july-dec. 1782)-;ceased with v. 3 (july-dec. 1783)	1782-1783]	1
Two per Year	  2.00	semiannual (sept. and mar., except v. 4)	vol. i. [sept. 1762-feb. 1763]-[v. 4 (mar.-june 1764)]	mdcclxii.[1762]-[1764]	1
Two per Year	  2.00	semiannual	vol. i. [july-dec. 1768]-vol. iii. [july-dec. 1769]	m dcc lxviii.-m dcc lxix. [1768-1769]	1
Two per Year	  2.00	semiannual (collected issues)	vol. i [july-dec. 1798]-vol. xvi [jan.-june 1806]; [n.s.] vol. i [july-dec. 1806]-vol. 17 [jan.-dec. 1814]; [improved ser.] vol. i [jan.-june 1815]-vol. xxviii [july-dec. 1828]	1798-1828	1
Two per Year	  2.00	semiannual (cumulative)	vol. i. (the months of january, february, march, april, may and june. [1737])-vol. ii. ([july-dec.] the year one thousand seven hundred and forty-three.)	mdccxxxvii.-[1743]	1
Two per Year	  2.00	semiannual	numb. i. [the first of january to the first of july 1755.]-[numb. 2] (from july 1755 to january 1756.)	1755-1756	1
Two per Year	  2.00	semiannual	vol. i. ([july-dec.] 1788)-vol. xii. ([jan.-june] 1794)	[1788-1794]	1
Two per Year	  2.00	semiannual	volume the first. (for the months of january and february, 1756.)-volume the seventieth (for december, 1789.) ; [ser. 2, v. 1] (for january, 1791.)-[v. 39] (for december, 1803.) ; series the third, vol i., no. i (january, 1804.)-v. xxiv, no. iv. (december, 1811.) ; series the fourth, vol. i., no. i. (january, 1812.)-v. vi., no. vi. (december, 1814.) ; series the fifth, vol. i., no. i. (january, 1815.)-v. v., no. vi. (june, 1817.)	m dcc lvi. [1756]-1817	1
Two per Year	  2.00	semiannual (cumulation)	vol. i (july-dec. 1759)-;ceased with vol. xxi (july-dec. 1771)	[1759- ]	1
Two per Year	  2.00	semiannual	volume the first, (for july, august, september, october, november, december. m dcc lxxxiii.)-volume the fourth, (for january, february, march, april, may, june, m dcc lxxxv.)	1783-1785	1
Two per Year	  2.00	semiannual (cumulative)	volume i. ([jan.-june] 1785)-volume xvi. ([july-dec.]1792) = no. 1-966; vol. i. new series ([jan.-june] 1793)-volume xxii. ([july-dec.] 1803)	1785-1803	1
